NUMT_ID	Bonobo	Chimpanzee	Human	Gorilla	Sorang	Borang	Catherine	Hermien	Hortense	Kombote	Natalie	Desmond
mPanPan1_numt782	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt783	1	1	0	0	0	0	0	1	0	0	1	1
mPanPan1_numt784	1	1	0	0	0	0	0	1	0	0	1	1
mPanPan1_numt785	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt786	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt787	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt788	1	1	0	0	0	0	0	0	0	0	0	0
mPanPan1_numt789	1	1	0	0	0	0	0	0	0	0	1	1
mPanPan1_numt790	1	1	0	0	0	0	0	0	0	1	0	1
mPanPan1_numt791	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt792	1	1	0	0	0	0	0	1	0	0	0	1
mPanPan1_numt793	1	1	0	0	0	0	0	1	0	0	0	1
mPanPan1_numt794	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt795	1	1	0	0	0	0	0	0	1	1	1	1
mPanPan1_numt796	1	1	0	0	0	0	0	1	0	1	0	1
mPanPan1_numt797	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt798	1	1	0	0	0	0	0	0	0	1	0	1
mPanPan1_numt799	1	1	0	0	0	0	0	0	0	1	0	1
mPanPan1_numt800	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt801	1	1	0	0	0	0	0	1	0	1	1	1
mPanPan1_numt802	1	1	0	0	0	0	0	1	0	1	0	1
mPanPan1_numt803	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt804	1	1	0	0	0	0	0	0	0	0	1	1
mPanPan1_numt805	1	1	0	0	0	0	0	1	0	1	1	1
mPanPan1_numt806	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt807	1	1	0	0	0	0	0	0	0	1	0	1
mPanPan1_numt808	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt809	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt810	1	1	0	0	0	0	0	1	0	0	0	1
mPanPan1_numt811	1	1	0	0	0	0	0	1	0	0	0	1
mPanPan1_numt812	1	1	0	0	0	0	0	1	0	0	0	1
mPanPan1_numt813	1	1	0	0	0	0	0	1	0	0	0	1
mPanPan1_numt814	1	1	0	0	0	0	0	1	0	1	1	1
mPanPan1_numt815	1	1	0	0	0	0	0	0	0	1	0	1
mPanPan1_numt816	1	1	0	0	0	0	0	0	0	1	0	1
mPanPan1_numt817	1	1	0	0	0	0	0	1	0	1	0	1
mPanPan1_numt818	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt819	1	1	0	0	0	0	0	0	0	1	1	1
mPanPan1_numt820	1	1	0	0	0	0	0	0	0	1	0	1
mPanPan1_numt821	1	1	0	0	0	0	0	1	0	0	0	1
mPanPan1_numt822	1	1	0	0	0	0	0	1	0	1	0	1
mPanPan1_numt823	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt824	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt825	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt826	1	1	0	0	0	0	0	0	0	0	1	1
mPanPan1_numt827	1	1	0	0	0	0	0	0	0	1	0	0
mPanPan1_numt828	1	1	0	0	0	0	0	0	0	1	0	1
mPanPan1_numt829	1	1	0	0	0	0	0	1	0	0	1	1
mPanPan1_numt830	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt831	1	1	0	0	0	0	0	1	0	1	0	1
mPanPan1_numt832	1	1	0	0	0	0	0	0	0	1	0	1
mPanPan1_numt833	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt834	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt835	1	1	0	0	0	0	0	0	0	0	1	1
mPanPan1_numt836	1	1	0	0	0	0	0	0	0	0	1	1
mPanPan1_numt837	1	1	0	0	0	0	0	1	0	1	1	1
mPanPan1_numt838	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt839	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt840	1	1	0	0	0	0	0	0	0	1	0	1
