Query_Species	Query_NUMT	DB_Species	Matches_NUMT
mPanPan1	mPanPan1_numt233	mPonAbe1	mPonAbe1_numt196
mPanPan1	mPanPan1_numt233	mPonPyg2	mPonPyg2_numt192
mPanPan1	mPanPan1_numt233	mPonPyg2	mPonPyg2_numt193
mPanPan1	mPanPan1_numt234	CHM13	CHM13_numt583
mPanPan1	mPanPan1_numt234	CHM13	CHM13_numt584
mPanPan1	mPanPan1_numt234	CHM13	CHM13_numt585
mPanPan1	mPanPan1_numt234	mGorGor1	mGorGor1_numt196
mPanPan1	mPanPan1_numt234	mGorGor1	mGorGor1_numt195
mPanPan1	mPanPan1_numt234	mPanTro3	mPanTro3_numt229
mPanPan1	mPanPan1_numt234	mPanTro3	mPanTro3_numt230
mPanPan1	mPanPan1_numt235	mPanTro3	mPanTro3_numt231
mPanPan1	mPanPan1_numt236	mPanTro3	mPanTro3_numt232
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt25
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt26
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt68
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt69
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt162
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt163
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt207
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt208
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt209
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt406
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt407
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt517
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt518
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt519
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt520
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt521
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt548
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt549
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt550
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt551
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt552
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt556
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt557
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt568
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt569
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt570
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt571
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt572
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt659
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt660
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt668
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt669
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt672
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt673
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt690
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt691
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt694
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt695
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt698
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt699
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt777
mPanPan1	mPanPan1_numt238	CHM13	CHM13_numt776
mPanPan1	mPanPan1_numt238	mGorGor1	mGorGor1_numt40
mPanPan1	mPanPan1_numt238	mGorGor1	mGorGor1_numt41
mPanPan1	mPanPan1_numt238	mGorGor1	mGorGor1_numt85
mPanPan1	mPanPan1_numt238	mGorGor1	mGorGor1_numt86
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt41
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt42
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt69
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt70
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt71
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt74
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt75
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt170
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt171
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt173
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt174
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt179
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt178
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt200
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt201
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt215
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt216
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt217
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt354
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt355
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt361
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt362
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt363
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt364
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt366
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt367
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt383
mPanPan1	mPanPan1_numt238	mPanTro3	mPanTro3_numt384
mPanPan1	mPanPan1_numt238	mPonAbe1	mPonAbe1_numt84
mPanPan1	mPanPan1_numt238	mPonAbe1	mPonAbe1_numt83
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt25
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt26
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt27
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt67
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt68
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt69
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt161
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt162
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt163
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt208
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt209
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt210
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt405
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt406
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt407
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt516
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt517
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt518
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt520
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt521
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt522
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt547
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt548
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt549
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt551
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt552
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt553
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt555
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt556
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt557
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt567
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt568
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt569
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt571
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt572
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt573
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt658
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt659
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt660
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt667
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt668
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt669
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt671
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt672
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt673
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt689
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt690
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt691
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt694
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt695
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt696
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt697
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt698
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt699
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt777
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt778
mPanPan1	mPanPan1_numt239	CHM13	CHM13_numt776
mPanPan1	mPanPan1_numt239	mGorGor1	mGorGor1_numt39
mPanPan1	mPanPan1_numt239	mGorGor1	mGorGor1_numt40
mPanPan1	mPanPan1_numt239	mGorGor1	mGorGor1_numt41
mPanPan1	mPanPan1_numt239	mGorGor1	mGorGor1_numt85
mPanPan1	mPanPan1_numt239	mGorGor1	mGorGor1_numt86
mPanPan1	mPanPan1_numt239	mGorGor1	mGorGor1_numt87
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt40
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt41
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt42
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt70
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt71
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt72
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt74
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt75
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt76
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt170
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt172
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt171
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt173
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt174
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt175
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt177
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt179
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt178
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt200
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt201
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt202
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt216
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt217
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt218
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt353
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt354
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt355
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt360
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt361
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt362
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt363
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt364
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt365
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt366
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt367
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt368
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt383
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt384
mPanPan1	mPanPan1_numt239	mPanTro3	mPanTro3_numt385
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt26
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt27
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt67
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt68
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt161
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt162
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt209
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt210
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt516
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt517
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt521
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt522
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt552
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt553
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt555
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt556
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt567
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt568
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt572
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt573
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt671
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt672
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt689
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt690
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt695
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt696
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt697
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt698
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt777
mPanPan1	mPanPan1_numt240	CHM13	CHM13_numt778
mPanPan1	mPanPan1_numt240	mGorGor1	mGorGor1_numt39
mPanPan1	mPanPan1_numt240	mGorGor1	mGorGor1_numt40
mPanPan1	mPanPan1_numt240	mGorGor1	mGorGor1_numt86
mPanPan1	mPanPan1_numt240	mGorGor1	mGorGor1_numt87
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt71
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt72
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt75
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt76
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt172
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt171
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt174
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt175
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt177
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt178
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt201
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt202
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt217
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt218
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt360
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt361
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt364
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt365
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt384
mPanPan1	mPanPan1_numt240	mPanTro3	mPanTro3_numt385
mPanPan1	mPanPan1_numt241	CHM13	CHM13_numt626
mPanPan1	mPanPan1_numt241	CHM13	CHM13_numt675
mPanPan1	mPanPan1_numt241	mGorGor1	mGorGor1_numt312
mPanPan1	mPanPan1_numt241	mPanTro3	mPanTro3_numt234
mPanPan1	mPanPan1_numt241	mPanTro3	mPanTro3_numt371
mPanPan1	mPanPan1_numt241	mPonAbe1	(not_in_v1)
mPanPan1	mPanPan1_numt241	mPonPyg2	(not_in_v1)
mPanPan1	mPanPan1_numt242	mGorGor1	(not_in_v1)
mPanPan1	mPanPan1_numt242	mPanTro3	mPanTro3_numt235
mPanPan1	mPanPan1_numt242	mSymSyn1	(not_in_v1)
mPanPan1	mPanPan1_numt243	CHM13	CHM13_numt627
mPanPan1	mPanPan1_numt243	mGorGor1	mGorGor1_numt200
mPanPan1	mPanPan1_numt243	mPanTro3	mPanTro3_numt236
mPanPan1	mPanPan1_numt244	CHM13	CHM13_numt629
mPanPan1	mPanPan1_numt244	mGorGor1	mGorGor1_numt201
mPanPan1	mPanPan1_numt244	mPanTro3	mPanTro3_numt237
mPanPan1	mPanPan1_numt244	mPonAbe1	mPonAbe1_numt203
mPanPan1	mPanPan1_numt244	mPonPyg2	mPonPyg2_numt201
mPanPan1	mPanPan1_numt245	mPanTro3	mPanTro3_numt238
mPanPan1	mPanPan1_numt246	CHM13	CHM13_numt630
mPanPan1	mPanPan1_numt246	mGorGor1	mGorGor1_numt203
mPanPan1	mPanPan1_numt246	mPanTro3	mPanTro3_numt239
mPanPan1	mPanPan1_numt246	mPonAbe1	mPonAbe1_numt204
mPanPan1	mPanPan1_numt246	mPonPyg2	mPonPyg2_numt203
mPanPan1	mPanPan1_numt247	CHM13	CHM13_numt631
mPanPan1	mPanPan1_numt247	mGorGor1	mGorGor1_numt204
mPanPan1	mPanPan1_numt247	mPanTro3	mPanTro3_numt240
mPanPan1	mPanPan1_numt247	mPonAbe1	mPonAbe1_numt205
mPanPan1	mPanPan1_numt247	mPonPyg2	mPonPyg2_numt204
mPanPan1	mPanPan1_numt247	mSymSyn1	(not_in_v1)
mPanPan1	mPanPan1_numt248	CHM13	(not_in_v1)
mPanPan1	mPanPan1_numt248	mGorGor1	(not_in_v1)
mPanPan1	mPanPan1_numt248	mPanTro3	(not_in_v1)
mPanPan1	mPanPan1_numt248	mPonAbe1	(not_in_v1)
mPanPan1	mPanPan1_numt248	mPonPyg2	(not_in_v1)
mPanPan1	mPanPan1_numt248	mSymSyn1	(not_in_v1)
mPanPan1	mPanPan1_numt249	CHM13	CHM13_numt588
mPanPan1	mPanPan1_numt249	CHM13	CHM13_numt589
mPanPan1	mPanPan1_numt249	mGorGor1	mGorGor1_numt205
mPanPan1	mPanPan1_numt249	mGorGor1	mGorGor1_numt206
mPanPan1	mPanPan1_numt249	mPanTro3	mPanTro3_numt243
mPanPan1	mPanPan1_numt249	mPanTro3	mPanTro3_numt244
mPanPan1	mPanPan1_numt249	mPonAbe1	mPonAbe1_numt207
mPanPan1	mPanPan1_numt249	mPonAbe1	mPonAbe1_numt206
mPanPan1	mPanPan1_numt249	mPonPyg2	mPonPyg2_numt205
mPanPan1	mPanPan1_numt249	mPonPyg2	mPonPyg2_numt206
mPanPan1	mPanPan1_numt250	CHM13	CHM13_numt588
mPanPan1	mPanPan1_numt250	CHM13	CHM13_numt589
mPanPan1	mPanPan1_numt250	CHM13	CHM13_numt590
mPanPan1	mPanPan1_numt250	mGorGor1	mGorGor1_numt205
mPanPan1	mPanPan1_numt250	mGorGor1	mGorGor1_numt206
mPanPan1	mPanPan1_numt250	mGorGor1	mGorGor1_numt207
mPanPan1	mPanPan1_numt250	mPanTro3	mPanTro3_numt243
mPanPan1	mPanPan1_numt250	mPanTro3	mPanTro3_numt244
mPanPan1	mPanPan1_numt250	mPanTro3	mPanTro3_numt245
mPanPan1	mPanPan1_numt251	CHM13	CHM13_numt589
mPanPan1	mPanPan1_numt251	CHM13	CHM13_numt590
mPanPan1	mPanPan1_numt251	CHM13	CHM13_numt591
mPanPan1	mPanPan1_numt251	mGorGor1	mGorGor1_numt206
mPanPan1	mPanPan1_numt251	mGorGor1	mGorGor1_numt207
mPanPan1	mPanPan1_numt251	mGorGor1	mGorGor1_numt208
mPanPan1	mPanPan1_numt251	mPanTro3	mPanTro3_numt244
mPanPan1	mPanPan1_numt251	mPanTro3	mPanTro3_numt245
mPanPan1	mPanPan1_numt251	mPanTro3	mPanTro3_numt246
mPanPan1	mPanPan1_numt251	mPonAbe1	mPonAbe1_numt208
mPanPan1	mPanPan1_numt251	mPonAbe1	mPonAbe1_numt209
mPanPan1	mPanPan1_numt251	mPonAbe1	mPonAbe1_numt210
mPanPan1	mPanPan1_numt251	mPonPyg2	mPonPyg2_numt207
mPanPan1	mPanPan1_numt251	mPonPyg2	mPonPyg2_numt208
mPanPan1	mPanPan1_numt251	mPonPyg2	mPonPyg2_numt209
mPanPan1	mPanPan1_numt252	CHM13	CHM13_numt590
mPanPan1	mPanPan1_numt252	CHM13	CHM13_numt591
mPanPan1	mPanPan1_numt252	mGorGor1	mGorGor1_numt207
mPanPan1	mPanPan1_numt252	mGorGor1	mGorGor1_numt208
mPanPan1	mPanPan1_numt252	mPanTro3	mPanTro3_numt245
mPanPan1	mPanPan1_numt252	mPanTro3	mPanTro3_numt246
mPanPan1	mPanPan1_numt252	mPonAbe1	mPonAbe1_numt209
mPanPan1	mPanPan1_numt252	mPonAbe1	mPonAbe1_numt210
mPanPan1	mPanPan1_numt252	mPonPyg2	mPonPyg2_numt208
mPanPan1	mPanPan1_numt252	mPonPyg2	mPonPyg2_numt209
mPanPan1	mPanPan1_numt254	mPanTro3	(not_in_v1)
mPanPan1	mPanPan1_numt254	mPonAbe1	mPonAbe1_numt211
mPanPan1	mPanPan1_numt254	mPonPyg2	(not_in_v1)
mPanPan1	mPanPan1_numt255	CHM13	CHM13_numt593
mPanPan1	mPanPan1_numt255	CHM13	CHM13_numt594
mPanPan1	mPanPan1_numt255	mGorGor1	mGorGor1_numt210
mPanPan1	mPanPan1_numt255	mGorGor1	mGorGor1_numt211
mPanPan1	mPanPan1_numt255	mPanTro3	mPanTro3_numt247
mPanPan1	mPanPan1_numt255	mPonAbe1	mPonAbe1_numt212
mPanPan1	mPanPan1_numt255	mPonAbe1	mPonAbe1_numt213
mPanPan1	mPanPan1_numt255	mPonPyg2	mPonPyg2_numt210
mPanPan1	mPanPan1_numt255	mPonPyg2	mPonPyg2_numt211
mPanPan1	mPanPan1_numt257	CHM13	CHM13_numt595
mPanPan1	mPanPan1_numt257	mGorGor1	mGorGor1_numt216
mPanPan1	mPanPan1_numt257	mPanTro3	mPanTro3_numt248
mPanPan1	mPanPan1_numt257	mPonAbe1	mPonAbe1_numt215
mPanPan1	mPanPan1_numt257	mPonPyg2	mPonPyg2_numt213
mPanPan1	mPanPan1_numt258	CHM13	CHM13_numt596
mPanPan1	mPanPan1_numt258	mGorGor1	(not_in_v1)
mPanPan1	mPanPan1_numt258	mPanTro3	mPanTro3_numt249
mPanPan1	mPanPan1_numt258	mPonAbe1	mPonAbe1_numt214
mPanPan1	mPanPan1_numt258	mPonPyg2	mPonPyg2_numt212
mPanPan1	mPanPan1_numt259	CHM13	CHM13_numt598
mPanPan1	mPanPan1_numt259	mPanTro3	mPanTro3_numt252
mPanPan1	mPanPan1_numt260	CHM13	CHM13_numt599
mPanPan1	mPanPan1_numt260	mGorGor1	mGorGor1_numt221
mPanPan1	mPanPan1_numt260	mPonAbe1	mPonAbe1_numt223
mPanPan1	mPanPan1_numt260	mPonPyg2	mPonPyg2_numt220
mPanPan1	mPanPan1_numt261	CHM13	CHM13_numt600
mPanPan1	mPanPan1_numt261	mGorGor1	mGorGor1_numt222
mPanPan1	mPanPan1_numt261	mPanTro3	mPanTro3_numt253
mPanPan1	mPanPan1_numt261	mPonAbe1	mPonAbe1_numt224
mPanPan1	mPanPan1_numt261	mPonPyg2	mPonPyg2_numt221
mPanPan1	mPanPan1_numt263	CHM13	CHM13_numt601
mPanPan1	mPanPan1_numt263	CHM13	CHM13_numt602
mPanPan1	mPanPan1_numt263	mGorGor1	mGorGor1_numt223
mPanPan1	mPanPan1_numt263	mGorGor1	mGorGor1_numt224
mPanPan1	mPanPan1_numt263	mPanTro3	mPanTro3_numt254
mPanPan1	mPanPan1_numt263	mPonAbe1	mPonAbe1_numt225
mPanPan1	mPanPan1_numt263	mPonAbe1	mPonAbe1_numt226
mPanPan1	mPanPan1_numt263	mPonPyg2	mPonPyg2_numt222
mPanPan1	mPanPan1_numt263	mPonPyg2	mPonPyg2_numt223
mPanPan1	mPanPan1_numt264	CHM13	CHM13_numt603
mPanPan1	mPanPan1_numt264	mGorGor1	mGorGor1_numt226
mPanPan1	mPanPan1_numt264	mPanTro3	mPanTro3_numt255
mPanPan1	mPanPan1_numt264	mPonAbe1	mPonAbe1_numt227
mPanPan1	mPanPan1_numt264	mPonPyg2	mPonPyg2_numt224
mPanPan1	mPanPan1_numt265	mPanTro3	mPanTro3_numt258
mPanPan1	mPanPan1_numt266	CHM13	CHM13_numt617
mPanPan1	mPanPan1_numt266	mPanTro3	mPanTro3_numt259
mPanPan1	mPanPan1_numt266	mPonAbe1	mPonAbe1_numt257
mPanPan1	mPanPan1_numt266	mPonPyg2	mPonPyg2_numt263
mPanPan1	mPanPan1_numt267	CHM13	(not_in_v1)
mPanPan1	mPanPan1_numt267	mGorGor1	mGorGor1_numt414
mPanPan1	mPanPan1_numt267	mPanTro3	mPanTro3_numt260
mPanPan1	mPanPan1_numt267	mPonAbe1	mPonAbe1_numt256
mPanPan1	mPanPan1_numt267	mPonPyg2	mPonPyg2_numt262
mPanPan1	mPanPan1_numt268	CHM13	CHM13_numt616
mPanPan1	mPanPan1_numt268	mGorGor1	mGorGor1_numt415
mPanPan1	mPanPan1_numt268	mPanTro3	mPanTro3_numt261
mPanPan1	mPanPan1_numt269	CHM13	CHM13_numt614
mPanPan1	mPanPan1_numt269	CHM13	CHM13_numt615
mPanPan1	mPanPan1_numt269	mGorGor1	mGorGor1_numt416
mPanPan1	mPanPan1_numt269	mGorGor1	mGorGor1_numt417
mPanPan1	mPanPan1_numt269	mGorGor1	mGorGor1_numt418
mPanPan1	mPanPan1_numt269	mGorGor1	mGorGor1_numt422
mPanPan1	mPanPan1_numt269	mGorGor1	mGorGor1_numt423
mPanPan1	mPanPan1_numt269	mGorGor1	mGorGor1_numt424
mPanPan1	mPanPan1_numt269	mPanTro3	mPanTro3_numt262
mPanPan1	mPanPan1_numt269	mPanTro3	mPanTro3_numt263
mPanPan1	mPanPan1_numt269	mPonAbe1	mPonAbe1_numt238
mPanPan1	mPanPan1_numt269	mPonAbe1	mPonAbe1_numt239
mPanPan1	mPanPan1_numt269	mPonAbe1	mPonAbe1_numt240
mPanPan1	mPanPan1_numt269	mPonAbe1	mPonAbe1_numt243
mPanPan1	mPanPan1_numt269	mPonAbe1	mPonAbe1_numt244
mPanPan1	mPanPan1_numt269	mPonAbe1	mPonAbe1_numt245
mPanPan1	mPanPan1_numt269	mPonAbe1	mPonAbe1_numt249
mPanPan1	mPanPan1_numt269	mPonAbe1	mPonAbe1_numt250
mPanPan1	mPanPan1_numt269	mPonAbe1	mPonAbe1_numt248
