NUMT	Bonobo	Chimpanzee	Human	Gorilla	Sorang	Borang
mPanPan1_numt557	1	1	1	0	0	0
mPanPan1_numt558	1	0	0	0	0	0
mPanPan1_numt559	1	1	1	1	0	0
mPanPan1_numt560	1	1	1	1	0	0
mPanPan1_numt561	1	1	1	1	0	0
mPanPan1_numt562	1	1	1	1	0	0
mPanPan1_numt563	1	1	0	0	0	0
mPanPan1_numt564	1	1	1	1	0	0
mPanPan1_numt565	1	0	0	0	0	0
mPanPan1_numt566	1	1	1	1	0	0
mPanPan1_numt568	1	0	0	0	0	0
mPanPan1_numt569	1	0	0	0	0	0
mPanPan1_numt570	1	0	0	0	0	0
mPanPan1_numt571	1	0	0	0	0	0
mPanPan1_numt572	1	0	0	0	0	0
mPanPan1_numt573	1	0	0	0	0	0
mPanPan1_numt574	1	0	0	0	0	0
mPanPan1_numt575	1	0	0	0	0	0
mPanPan1_numt576	1	0	0	0	0	0
mPanPan1_numt577	1	0	0	0	0	0
mPanPan1_numt578	1	1	0	0	0	0
mPanPan1_numt579	1	1	1	1	1	1
mPanPan1_numt580	1	1	1	1	1	1
mPanPan1_numt581	1	1	1	1	1	1
mPanPan1_numt582	1	1	1	1	1	1
mPanPan1_numt583	1	1	1	1	1	1
mPanPan1_numt584	1	1	1	1	1	1
mPanPan1_numt585	1	1	1	1	1	1
mPanPan1_numt586	1	1	1	1	1	1
mPanPan1_numt587	1	1	1	1	0	0
mPanPan1_numt588	1	1	1	1	0	0
mPanPan1_numt589	1	1	1	1	1	1
mPanPan1_numt590	1	1	1	1	1	1
mPanPan1_numt591	1	1	1	1	1	1
mPanPan1_numt592	1	1	1	1	0	0
mPanPan1_numt593	1	1	1	1	1	1
mPanPan1_numt594	1	1	1	1	0	0
mPanPan1_numt595	1	1	0	0	0	0
mPanPan1_numt596	1	1	1	0	0	0
mPanPan1_numt597	1	1	1	1	1	1
mPanPan1_numt598	1	1	1	1	1	1
mPanPan1_numt599	1	1	1	0	0	0
mPanPan1_numt600	1	1	1	1	1	0
mPanPan1_numt601	1	1	1	1	0	0
mPanPan1_numt602	1	1	0	0	0	0
mPanPan1_numt603	1	1	0	1	0	0
mPanPan1_numt604	1	1	1	1	1	0
mPanPan1_numt605	1	0	0	0	0	0
mPanPan1_numt606	1	1	1	1	1	1
mPanPan1_numt607	1	1	1	1	0	0
mPanPan1_numt608	1	1	1	1	1	1
mPanPan1_numt609	1	1	1	0	1	1
mPanPan1_numt610	1	1	1	0	0	1
mPanPan1_numt611	1	1	1	0	0	0
mPanPan1_numt612	1	1	1	0	1	1
mPanPan1_numt613	1	1	1	0	1	1
mPanPan1_numt614	1	1	1	0	1	1
mPanPan1_numt615	1	1	1	0	1	1
mPanPan1_numt617	1	1	1	0	0	1
mPanPan1_numt618	1	1	0	0	0	0
mPanPan1_numt619	1	1	1	0	1	1
mPanPan1_numt620	1	1	1	0	0	0
mPanPan1_numt621	1	1	1	0	1	1
mPanPan1_numt622	1	1	1	0	1	0
mPanPan1_numt623	1	1	1	0	1	1
mPanPan1_numt624	1	1	1	0	1	1
mPanPan1_numt625	1	1	0	0	0	0
mPanPan1_numt626	1	1	1	0	1	1
mPanPan1_numt627	1	1	1	0	1	1
mPanPan1_numt628	1	1	1	0	1	1
mPanPan1_numt629	1	1	1	0	1	1
mPanPan1_numt630	1	1	1	0	1	1
mPanPan1_numt631	1	1	1	0	0	0
mPanPan1_numt632	1	0	1	0	0	0
mPanPan1_numt633	1	1	1	0	1	0
mPanPan1_numt634	1	0	0	0	0	0
mPanPan1_numt635	1	0	0	0	0	0
mPanPan1_numt636	1	1	1	1	1	1
mPanPan1_numt637	1	1	1	1	1	1
mPanPan1_numt638	1	1	1	1	1	1
mPanPan1_numt639	1	1	1	1	1	1
mPanPan1_numt640	1	1	1	1	1	1
mPanPan1_numt641	1	1	1	1	1	1
mPanPan1_numt642	1	1	1	1	1	1
mPanPan1_numt643	1	1	1	1	0	1
mPanPan1_numt644	1	1	0	1	1	1
mPanPan1_numt645	1	1	1	1	1	1
mPanPan1_numt646	1	1	1	1	1	1
mPanPan1_numt647	1	1	1	1	1	1
mPanPan1_numt648	1	1	1	1	1	1
mPanPan1_numt649	1	1	1	1	1	1
mPanPan1_numt650	1	1	1	1	1	1
mPanPan1_numt651	1	1	0	1	0	0
mPanPan1_numt652	1	1	1	1	1	1
mPanPan1_numt653	1	1	1	1	1	1
mPanPan1_numt654	1	0	0	0	0	0
mPanPan1_numt655	1	0	0	0	0	0
mPanPan1_numt656	1	1	1	1	1	0
mPanPan1_numt657	1	1	1	1	1	1
mPanPan1_numt658	1	1	1	1	1	1
mPanPan1_numt659	1	1	1	1	1	1
mPanPan1_numt660	1	1	1	1	1	1
mPanPan1_numt661	1	1	1	1	1	1
mPanPan1_numt662	1	1	1	1	1	1
mPanPan1_numt663	1	1	0	1	1	1
mPanPan1_numt664	1	1	1	1	1	1
mPanPan1_numt665	1	1	1	0	0	0
mPanPan1_numt666	1	1	0	0	1	0
mPanPan1_numt667	1	1	1	0	1	1
mPanPan1_numt668	1	1	1	0	0	0
mPanPan1_numt669	1	1	1	0	0	0
mPanPan1_numt670	1	1	1	1	0	0
mPanPan1_numt671	1	1	1	1	0	0
mPanPan1_numt672	1	1	1	0	1	1
mPanPan1_numt673	1	1	1	0	0	0
mPanPan1_numt674	1	1	1	0	0	0
mPanPan1_numt675	1	0	0	0	0	0
mPanPan1_numt676	1	1	1	0	0	0
mPanPan1_numt677	1	1	1	0	0	0
mPanPan1_numt678	1	1	1	0	0	0
mPanPan1_numt679	1	1	1	0	0	0
mPanPan1_numt680	1	1	1	1	0	0
mPanPan1_numt681	1	1	1	1	1	1
mPanPan1_numt682	1	1	1	1	1	1
mPanPan1_numt683	1	1	1	1	0	0
mPanPan1_numt684	1	1	1	0	0	1
mPanPan1_numt685	1	1	1	1	1	1
mPanPan1_numt686	1	1	1	1	0	0
mPanPan1_numt687	1	1	1	1	0	0
mPanPan1_numt688	1	1	1	1	1	1
mPanPan1_numt689	1	1	1	1	1	1
mPanPan1_numt690	1	1	1	1	0	0
mPanPan1_numt691	1	1	1	1	0	0
mPanPan1_numt692	1	1	1	1	0	0
mPanPan1_numt693	1	1	1	1	0	0
mPanPan1_numt694	1	1	1	1	0	0
mPanPan1_numt695	1	1	1	1	0	0
mPanPan1_numt696	1	1	1	1	0	0
mPanPan1_numt697	1	1	1	1	0	0
mPanPan1_numt698	1	1	1	0	0	0
mPanPan1_numt699	1	1	1	1	0	0
mPanPan1_numt700	1	1	1	1	0	0
mPanPan1_numt701	1	1	1	1	1	1
mPanPan1_numt702	1	1	1	1	1	1
mPanPan1_numt703	1	1	1	1	1	1
mPanPan1_numt704	1	1	1	1	1	1
mPanPan1_numt705	1	1	1	1	0	0
mPanPan1_numt706	1	1	1	1	1	1
mPanPan1_numt707	1	0	0	0	0	0
mPanPan1_numt708	1	1	1	1	0	0
mPanPan1_numt709	1	1	0	0	0	0
mPanPan1_numt710	1	1	1	1	0	0
mPanPan1_numt711	1	0	0	0	0	0
mPanPan1_numt712	1	1	1	1	1	1
mPanPan1_numt713	1	1	1	1	1	1
mPanPan1_numt714	1	1	1	1	1	1
mPanPan1_numt715	1	1	1	0	0	0
mPanPan1_numt716	1	0	0	0	0	0
mPanPan1_numt717	1	1	1	1	1	1
mPanPan1_numt718	1	1	1	0	1	1
mPanPan1_numt719	1	1	1	1	1	1
mPanPan1_numt720	1	1	1	1	1	1
mPanPan1_numt721	1	1	1	1	1	1
mPanPan1_numt722	1	1	1	1	1	1
mPanPan1_numt723	1	1	1	1	1	0
mPanPan1_numt724	1	1	1	1	1	1
mPanPan1_numt725	1	1	1	1	1	1
mPanPan1_numt726	1	1	1	1	1	1
mPanPan1_numt727	1	1	1	1	1	1
mPanPan1_numt728	1	1	1	1	1	1
mPanPan1_numt729	1	1	0	1	1	1
mPanPan1_numt730	1	1	1	1	1	1
mPanPan1_numt731	1	1	1	1	0	0
mPanPan1_numt732	1	0	0	0	0	0
mPanPan1_numt733	1	0	0	0	0	0
mPanPan1_numt734	1	1	1	1	0	0
mPanPan1_numt735	1	1	1	1	1	1
mPanPan1_numt736	1	1	1	1	1	1
mPanPan1_numt737	1	1	1	1	1	1
mPanPan1_numt738	1	1	0	1	1	1
mPanPan1_numt739	1	1	1	1	1	1
mPanPan1_numt740	1	1	1	1	1	1
mPanPan1_numt741	1	1	1	1	0	0
mPanPan1_numt742	1	1	1	1	0	0
mPanPan1_numt743	1	1	1	1	1	1
mPanPan1_numt744	1	1	1	1	1	1
mPanPan1_numt745	1	1	1	1	1	1
mPanPan1_numt746	1	1	1	1	1	1
mPanPan1_numt747	1	1	1	1	1	1
mPanPan1_numt748	1	1	1	1	1	1
mPanPan1_numt749	1	1	1	1	1	1
mPanPan1_numt750	1	1	1	1	1	1
mPanPan1_numt751	1	1	1	1	1	1
mPanPan1_numt752	1	1	1	1	1	1
mPanPan1_numt753	1	1	1	1	1	1
mPanPan1_numt754	1	1	1	1	1	1
mPanPan1_numt755	1	1	1	1	0	0
mPanPan1_numt756	1	1	1	1	1	0
mPanPan1_numt757	1	1	1	1	1	1
mPanPan1_numt758	1	1	1	1	1	1
mPanPan1_numt759	1	1	1	1	1	1
mPanPan1_numt760	1	1	0	1	1	1
mPanPan1_numt761	1	1	0	1	1	1
mPanPan1_numt762	1	1	1	1	1	1
mPanPan1_numt763	1	1	1	1	0	1
mPanPan1_numt764	1	1	1	1	1	1
mPanPan1_numt765	1	1	1	1	0	0
mPanPan1_numt766	1	1	1	1	1	0
mPanPan1_numt767	1	1	1	1	1	1
mPanPan1_numt768	1	1	1	1	1	1
mPanPan1_numt769	1	1	1	1	1	1
mPanPan1_numt770	1	1	1	1	0	0
mPanPan1_numt771	1	1	1	0	0	0
mPanPan1_numt772	1	1	1	0	0	0
mPanPan1_numt773	1	1	1	0	0	0
mPanPan1_numt774	1	1	1	0	0	0
mPanPan1_numt775	1	1	1	1	0	0
mPanPan1_numt776	1	1	0	0	0	0
mPanPan1_numt777	1	1	0	0	0	0
mPanPan1_numt778	1	1	0	0	0	0
mPanPan1_numt779	1	1	0	0	0	0
mPanPan1_numt780	1	1	0	0	0	0
mPanPan1_numt781	1	1	0	0	0	0
mPanPan1_numt782	1	1	0	0	0	0
mPanPan1_numt783	1	1	0	0	0	0
mPanPan1_numt784	1	1	0	0	0	0
mPanPan1_numt785	1	1	0	0	0	0
mPanPan1_numt786	1	1	0	0	0	0
mPanPan1_numt787	1	1	0	0	0	0
mPanPan1_numt788	1	1	0	0	0	0
mPanPan1_numt789	1	1	0	0	0	0
mPanPan1_numt790	1	1	0	0	0	0
mPanPan1_numt791	1	1	0	0	0	0
mPanPan1_numt792	1	1	0	0	0	0
mPanPan1_numt793	1	1	0	0	0	0
mPanPan1_numt794	1	1	0	0	0	0
mPanPan1_numt795	1	1	0	0	0	0
mPanPan1_numt796	1	1	0	0	0	0
mPanPan1_numt797	1	1	0	0	0	0
mPanPan1_numt798	1	1	0	0	0	0
mPanPan1_numt799	1	1	0	0	0	0
mPanPan1_numt800	1	1	0	0	0	0
mPanPan1_numt801	1	1	0	0	0	0
mPanPan1_numt802	1	1	0	0	0	0
mPanPan1_numt803	1	1	0	0	0	0
mPanPan1_numt804	1	1	0	0	0	0
mPanPan1_numt805	1	1	0	0	0	0
mPanPan1_numt806	1	1	0	0	0	0
mPanPan1_numt807	1	1	0	0	0	0
mPanPan1_numt808	1	1	0	0	0	0
mPanPan1_numt809	1	1	0	0	0	0
mPanPan1_numt810	1	1	0	0	0	0
mPanPan1_numt811	1	1	0	0	0	0
mPanPan1_numt812	1	1	0	0	0	0
mPanPan1_numt813	1	1	0	0	0	0
mPanPan1_numt814	1	1	0	0	0	0
mPanPan1_numt815	1	1	0	0	0	0
mPanPan1_numt816	1	1	0	0	0	0
mPanPan1_numt817	1	1	0	0	0	0
mPanPan1_numt818	1	1	0	0	0	0
mPanPan1_numt819	1	1	0	0	0	0
mPanPan1_numt820	1	1	0	0	0	0
mPanPan1_numt821	1	1	0	0	0	0
mPanPan1_numt822	1	1	0	0	0	0
mPanPan1_numt823	1	1	0	0	0	0
mPanPan1_numt824	1	1	0	0	0	0
mPanPan1_numt825	1	1	0	0	0	0
mPanPan1_numt826	1	1	0	0	0	0
mPanPan1_numt827	1	1	0	0	0	0
mPanPan1_numt828	1	1	0	0	0	0
mPanPan1_numt829	1	1	0	0	0	0
mPanPan1_numt830	1	1	0	0	0	0
mPanPan1_numt831	1	1	0	0	0	0
mPanPan1_numt832	1	1	0	0	0	0
mPanPan1_numt833	1	1	0	0	0	0
mPanPan1_numt834	1	1	0	0	0	0
mPanPan1_numt835	1	1	0	0	0	0
mPanPan1_numt836	1	1	0	0	0	0
mPanPan1_numt837	1	1	0	0	0	0
mPanPan1_numt838	1	1	0	0	0	0
mPanPan1_numt839	1	1	0	0	0	0
mPanPan1_numt840	1	1	0	0	0	0
mPanTro3_numt1	1	1	1	1	1	0
mPanTro3_numt2	1	1	1	1	1	1
mPanTro3_numt3	1	1	1	1	1	1
mPanTro3_numt4	1	1	1	1	1	1
mPanTro3_numt5	1	1	1	1	0	0
mPanTro3_numt6	1	1	0	0	0	0
mPanTro3_numt7	1	1	0	0	0	0
mPanTro3_numt8	1	1	0	1	0	0
mPanTro3_numt9	1	1	0	0	0	0
mPanTro3_numt10	1	1	0	1	0	0
mPanTro3_numt11	1	1	0	1	0	0
mPanTro3_numt12	1	1	0	1	0	0
mPanTro3_numt13	1	1	0	1	0	0
mPanTro3_numt14	1	1	0	1	0	0
mPanTro3_numt15	0	1	0	0	0	0
mPanTro3_numt16	1	1	0	1	0	0
mPanTro3_numt17	1	1	0	1	0	0
mPanTro3_numt18	1	1	0	1	0	0
mPanTro3_numt19	1	1	0	0	0	0
mPanTro3_numt20	0	1	0	0	0	0
mPanTro3_numt21	1	1	1	1	1	1
mPanTro3_numt22	1	1	1	1	1	1
mPanTro3_numt23	1	1	1	1	1	1
mPanTro3_numt24	1	1	0	1	0	0
mPanTro3_numt25	1	1	1	1	1	1
mPanTro3_numt26	1	1	0	0	0	0
mPanTro3_numt27	1	1	0	0	0	0
mPanTro3_numt28	1	1	0	0	0	0
mPanTro3_numt29	1	1	0	0	0	0
mPanTro3_numt30	1	1	0	0	0	0
mPanTro3_numt31	1	1	0	0	0	0
mPanTro3_numt32	1	1	0	0	0	0
mPanTro3_numt33	1	1	0	0	0	0
mPanTro3_numt34	1	1	0	0	1	1
mPanTro3_numt35	1	1	1	1	0	0
mPanTro3_numt36	1	1	1	1	0	0
mPanTro3_numt37	1	1	0	0	1	1
mPanTro3_numt38	1	1	0	0	1	1
mPanTro3_numt39	1	1	1	1	0	0
mPanTro3_numt40	1	1	1	1	0	0
mPanTro3_numt41	1	1	1	1	0	0
mPanTro3_numt42	1	1	1	1	0	0
mPanTro3_numt43	1	1	1	1	0	0
mPanTro3_numt44	1	1	1	1	1	1
mPanTro3_numt45	1	1	1	1	1	1
mPanTro3_numt46	1	1	1	1	1	1
mPanTro3_numt47	1	1	1	1	1	1
mPanTro3_numt48	1	1	1	1	1	1
mPanTro3_numt49	1	1	1	1	0	0
mPanTro3_numt50	1	1	1	1	0	0
mPanTro3_numt51	1	1	0	1	1	1
mPanTro3_numt52	1	1	0	1	1	1
mPanTro3_numt53	1	1	0	1	1	1
mPanTro3_numt54	1	1	0	1	1	1
mPanTro3_numt55	1	1	0	1	0	0
mPanTro3_numt56	0	1	0	0	0	0
mPanTro3_numt57	0	1	0	0	0	0
mPanTro3_numt58	1	1	0	1	1	1
mPanTro3_numt59	1	1	0	1	0	0
mPanTro3_numt60	1	1	0	1	1	1
mPanTro3_numt62	1	1	0	1	1	1
mPanTro3_numt63	1	1	1	1	0	0
mPanTro3_numt64	1	1	0	0	0	0
mPanTro3_numt65	1	1	0	0	0	0
mPanTro3_numt66	1	1	0	0	0	0
mPanTro3_numt67	1	1	0	0	0	0
mPanTro3_numt68	1	1	0	0	0	0
mPanTro3_numt69	1	1	0	1	0	0
mPanTro3_numt70	1	1	0	1	0	0
mPanTro3_numt71	1	1	0	1	0	0
mPanTro3_numt72	1	1	0	1	0	0
mPanTro3_numt73	1	1	1	1	0	0
mPanTro3_numt74	1	1	0	1	0	0
mPanTro3_numt75	1	1	0	1	0	0
mPanTro3_numt76	1	1	0	1	0	0
mPanTro3_numt77	1	1	1	1	0	0
mPanTro3_numt78	1	1	0	1	1	0
mPanTro3_numt79	1	1	0	0	0	0
mPanTro3_numt80	1	1	0	1	0	0
mPanTro3_numt81	1	1	0	0	0	0
mPanTro3_numt82	1	1	0	1	0	0
mPanTro3_numt83	1	1	0	1	1	1
mPanTro3_numt84	1	1	0	1	1	1
mPanTro3_numt85	1	1	0	1	1	1
mPanTro3_numt86	1	1	0	1	1	1
mPanTro3_numt87	1	1	0	1	0	0
mPanTro3_numt88	1	1	0	1	0	0
mPanTro3_numt89	1	1	0	1	1	1
mPanTro3_numt90	1	1	0	1	1	1
mPanTro3_numt91	1	1	0	1	1	1
mPanTro3_numt92	1	1	0	1	1	1
mPanTro3_numt93	1	1	1	1	0	0
mPanTro3_numt94	1	1	1	1	0	0
mPanTro3_numt95	1	1	1	1	0	0
mPanTro3_numt96	1	1	1	1	0	0
mPanTro3_numt97	1	1	1	1	0	0
mPanTro3_numt98	1	1	1	1	0	0
mPanTro3_numt99	1	1	1	1	0	0
mPanTro3_numt100	1	1	1	1	0	0
mPanTro3_numt101	0	1	1	1	0	0
mPanTro3_numt102	0	1	1	1	0	0
mPanTro3_numt103	0	1	1	1	0	0
mPanTro3_numt104	0	1	1	1	0	0
mPanTro3_numt105	0	1	0	0	0	0
mPanTro3_numt106	1	1	0	1	1	1
mPanTro3_numt108	1	1	0	1	0	0
mPanTro3_numt109	1	1	0	1	0	0
mPanTro3_numt110	0	1	0	0	0	0
mPanTro3_numt111	0	1	0	0	0	0
mPanTro3_numt112	1	1	1	0	0	0
mPanTro3_numt113	1	1	1	0	0	0
mPanTro3_numt115	1	1	1	0	0	0
mPanTro3_numt116	0	1	0	1	0	0
mPanTro3_numt117	0	1	0	1	0	0
mPanTro3_numt118	0	1	1	1	1	1
mPanTro3_numt119	0	1	1	1	1	1
mPanTro3_numt120	0	1	1	1	1	1
mPanTro3_numt121	0	1	1	1	0	0
mPanTro3_numt122	0	1	1	1	0	0
mPanTro3_numt123	0	1	1	1	0	0
mPanTro3_numt124	0	1	1	1	1	1
mPanTro3_numt127	0	1	1	1	1	1
mPanTro3_numt128	0	1	0	0	0	0
mPanTro3_numt129	1	1	1	1	0	0
mPanTro3_numt130	1	1	1	1	1	1
mPanTro3_numt131	0	1	0	0	0	0
mPanTro3_numt132	1	1	1	1	1	1
mPanTro3_numt133	1	1	1	1	1	1
mPanTro3_numt134	1	1	1	1	1	1
mPanTro3_numt135	1	1	1	1	1	1
mPanTro3_numt136	0	1	0	0	0	0
mPanTro3_numt137	1	1	1	1	1	1
mPanTro3_numt138	1	1	1	1	1	1
mPanTro3_numt139	1	1	1	1	1	1
mPanTro3_numt141	1	1	1	1	0	0
mPanTro3_numt142	1	1	1	1	1	1
mPanTro3_numt143	1	1	1	1	1	1
mPanTro3_numt144	1	1	1	1	1	1
mPanTro3_numt146	1	1	1	1	0	0
mPanTro3_numt147	1	1	1	1	1	1
mPanTro3_numt148	1	1	1	1	1	1
mPanTro3_numt149	1	1	1	1	1	1
mPanTro3_numt150	1	1	1	1	1	1
mPanTro3_numt151	1	1	1	1	1	1
mPanTro3_numt152	1	1	1	1	1	1
mPanTro3_numt153	1	1	0	0	0	0
mPanTro3_numt154	1	1	1	1	1	1
mPanTro3_numt155	1	1	1	1	1	1
mPanTro3_numt156	1	1	1	1	1	1
mPanTro3_numt157	0	1	0	0	0	0
mPanTro3_numt158	1	1	1	1	1	1
mPanTro3_numt159	0	1	0	0	0	0
mPanTro3_numt160	1	1	1	1	1	1
mPanTro3_numt161	1	1	1	0	1	1
mPanTro3_numt162	1	1	1	1	1	1
mPanTro3_numt163	0	1	0	0	0	0
mPanTro3_numt164	0	1	0	0	0	0
mPanTro3_numt165	0	1	0	0	0	0
mPanTro3_numt166	1	1	1	1	0	0
mPanTro3_numt167	1	1	0	1	1	1
mPanTro3_numt168	1	1	0	1	0	0
mPanTro3_numt169	1	1	1	1	0	0
mPanTro3_numt170	1	1	1	0	0	0
mPanTro3_numt171	1	1	1	0	0	0
mPanTro3_numt172	1	1	1	0	0	0
mPanTro3_numt173	1	1	1	0	0	0
mPanTro3_numt174	1	1	1	0	0	0
mPanTro3_numt175	1	1	1	0	0	0
mPanTro3_numt177	1	1	1	1	0	0
mPanTro3_numt178	1	1	1	1	0	0
mPanTro3_numt179	1	1	1	1	0	0
mPanTro3_numt180	0	1	0	0	0	0
mPanTro3_numt181	1	1	1	1	1	1
mPanTro3_numt182	1	1	1	1	1	1
mPanTro3_numt183	1	1	1	1	1	1
mPanTro3_numt184	1	1	1	1	1	1
mPanTro3_numt185	1	1	1	1	1	1
mPanTro3_numt186	1	1	1	1	1	1
mPanTro3_numt187	1	1	1	1	1	1
mPanTro3_numt188	1	1	1	1	0	0
mPanTro3_numt189	1	1	1	1	0	0
mPanTro3_numt190	1	1	0	1	1	1
mPanTro3_numt191	1	1	1	1	1	1
mPanTro3_numt192	1	1	1	1	0	0
mPanTro3_numt193	1	1	1	1	1	1
mPanTro3_numt194	1	1	0	1	1	1
mPanTro3_numt195	1	1	1	1	1	1
mPanTro3_numt196	1	1	1	1	1	1
mPanTro3_numt197	1	1	1	1	1	1
mPanTro3_numt198	1	1	0	0	0	0
mPanTro3_numt200	1	1	1	0	0	0
mPanTro3_numt201	1	1	1	0	0	0
mPanTro3_numt202	1	1	1	0	0	0
mPanTro3_numt203	1	1	0	0	0	0
mPanTro3_numt204	1	1	1	0	1	1
mPanTro3_numt205	1	1	0	0	0	0
mPanTro3_numt206	1	1	0	0	0	0
mPanTro3_numt207	1	1	1	1	1	1
mPanTro3_numt208	1	1	1	1	1	1
mPanTro3_numt209	1	1	1	0	1	1
mPanTro3_numt210	1	1	1	0	1	1
mPanTro3_numt211	1	1	1	0	1	1
mPanTro3_numt212	1	1	1	0	1	1
mPanTro3_numt213	1	1	1	1	0	1
mPanTro3_numt215	1	1	1	0	0	0
mPanTro3_numt216	1	1	1	0	0	0
mPanTro3_numt217	1	1	1	0	0	0
mPanTro3_numt218	1	1	1	0	0	0
mPanTro3_numt219	1	1	1	1	1	1
mPanTro3_numt220	1	1	1	1	0	1
mPanTro3_numt221	1	1	1	1	1	1
mPanTro3_numt222	1	1	1	0	0	0
mPanTro3_numt223	1	1	1	1	1	1
mPanTro3_numt224	1	1	0	0	0	0
mPanTro3_numt225	1	1	1	1	0	0
mPanTro3_numt226	1	1	1	1	1	1
mPanTro3_numt227	0	1	0	0	0	0
mPanTro3_numt228	1	1	0	1	0	0
mPanTro3_numt229	1	1	1	1	1	1
mPanTro3_numt230	1	1	1	1	0	0
mPanTro3_numt231	1	1	0	0	0	0
mPanTro3_numt232	0	1	0	0	0	0
mPanTro3_numt233	0	1	0	0	0	0
mPanTro3_numt234	1	1	1	1	1	1
mPanTro3_numt235	1	1	0	1	1	1
mPanTro3_numt236	1	1	1	1	0	0
mPanTro3_numt237	1	1	1	1	1	1
mPanTro3_numt238	1	1	0	0	0	0
mPanTro3_numt239	1	1	1	1	1	1
mPanTro3_numt240	1	1	1	1	1	1
mPanTro3_numt241	1	1	1	1	1	1
mPanTro3_numt242	0	1	0	0	0	0
mPanTro3_numt243	1	1	1	1	1	1
mPanTro3_numt244	1	1	1	1	0	0
mPanTro3_numt245	1	1	1	1	1	1
mPanTro3_numt246	1	1	1	1	1	1
mPanTro3_numt248	1	1	1	0	0	0
mPanTro3_numt249	1	1	1	0	0	0
mPanTro3_numt251	0	1	1	1	0	0
mPanTro3_numt252	1	1	1	0	0	0
mPanTro3_numt253	1	1	0	0	1	1
mPanTro3_numt254	1	1	1	1	0	1
mPanTro3_numt255	1	1	1	1	1	1
mPanTro3_numt256	0	1	0	0	0	0
mPanTro3_numt257	0	1	0	0	0	0
mPanTro3_numt258	1	1	0	0	0	0
mPanTro3_numt259	1	1	0	0	0	0
mPanTro3_numt260	1	1	0	1	0	0
mPanTro3_numt261	1	1	0	1	0	0
mPanTro3_numt262	1	1	0	1	1	1
mPanTro3_numt263	1	1	0	1	0	1
mPanTro3_numt264	1	1	1	0	0	0
mPanTro3_numt265	1	1	1	0	1	1
mPanTro3_numt266	0	1	1	0	1	1
mPanTro3_numt267	0	1	1	0	1	1
mPanTro3_numt268	0	1	1	0	1	1
mPanTro3_numt269	0	1	1	0	1	1
mPanTro3_numt270	0	1	1	0	1	1
mPanTro3_numt271	0	1	1	0	1	1
mPanTro3_numt272	0	1	1	0	1	1
mPanTro3_numt273	1	1	0	0	0	0
mPanTro3_numt274	1	1	1	0	0	0
mPanTro3_numt275	1	1	1	0	0	0
mPanTro3_numt276	1	1	1	0	0	0
mPanTro3_numt277	1	1	1	0	1	1
mPanTro3_numt278	1	1	1	0	1	1
mPanTro3_numt279	1	1	0	1	1	1
mPanTro3_numt280	1	1	0	0	0	0
mPanTro3_numt281	1	1	0	0	1	1
mPanTro3_numt282	1	1	0	0	1	1
mPanTro3_numt283	1	1	0	0	1	1
mPanTro3_numt284	1	1	0	0	0	0
mPanTro3_numt285	0	1	0	0	0	0
mPanTro3_numt286	1	1	0	0	1	1
mPanTro3_numt287	1	1	0	0	1	1
mPanTro3_numt288	1	1	0	0	1	1
mPanTro3_numt289	1	1	0	1	1	1
mPanTro3_numt290	1	1	0	1	1	1
mPanTro3_numt291	0	1	0	0	0	0
mPanTro3_numt292	1	1	0	1	1	1
mPanTro3_numt293	1	1	0	1	1	1
mPanTro3_numt294	1	1	0	0	0	0
mPanTro3_numt295	1	1	0	1	1	1
mPanTro3_numt296	1	1	0	1	1	1
mPanTro3_numt297	1	1	0	1	1	1
mPanTro3_numt298	1	1	0	0	0	0
mPanTro3_numt299	1	1	1	1	0	0
mPanTro3_numt300	0	1	0	0	1	1
mPanTro3_numt301	1	1	0	1	1	1
mPanTro3_numt302	1	1	0	0	0	0
mPanTro3_numt303	1	1	0	1	1	1
mPanTro3_numt304	1	1	0	1	1	1
mPanTro3_numt305	1	1	0	1	1	1
mPanTro3_numt306	1	1	0	1	1	1
mPanTro3_numt307	1	1	0	1	1	1
mPanTro3_numt308	1	1	0	1	1	1
mPanTro3_numt309	1	1	0	1	1	1
mPanTro3_numt310	1	1	0	1	1	1
mPanTro3_numt311	1	1	0	1	1	1
mPanTro3_numt312	1	1	0	1	1	1
mPanTro3_numt313	1	1	0	1	1	1
mPanTro3_numt314	1	1	0	1	1	1
mPanTro3_numt315	1	1	0	1	1	1
mPanTro3_numt316	1	1	0	1	1	1
mPanTro3_numt317	0	1	0	0	0	0
mPanTro3_numt318	0	1	0	0	0	0
mPanTro3_numt319	1	1	0	0	0	0
mPanTro3_numt320	1	1	0	1	0	0
mPanTro3_numt321	1	1	0	1	1	1
mPanTro3_numt322	1	1	0	1	1	1
mPanTro3_numt323	1	1	0	1	0	0
mPanTro3_numt324	1	1	0	1	1	1
mPanTro3_numt325	1	1	0	1	0	0
mPanTro3_numt326	1	1	0	1	1	1
mPanTro3_numt327	1	1	1	1	1	1
mPanTro3_numt328	1	1	1	1	1	1
mPanTro3_numt329	1	1	1	0	0	0
mPanTro3_numt330	1	1	1	1	1	1
mPanTro3_numt331	1	1	1	1	1	1
mPanTro3_numt332	1	1	1	1	0	1
mPanTro3_numt334	1	1	0	0	0	0
mPanTro3_numt335	1	1	1	0	1	1
mPanTro3_numt336	1	1	1	1	1	1
mPanTro3_numt337	1	1	1	1	1	1
mPanTro3_numt338	1	1	1	1	1	1
