Query_Species	NUMT	NUMT_info	Loci
mPanTro3	mPanTro3_numt507	NUMT_2552bp_95%,NUMT_396bp_95%	+::chr4_hap1_hsa5:85053185-85056125
mPanTro3	mPanTro3_numt508	NUMT_1610bp_72%	-::chr4_hap1_hsa5:95350930-95352540
mPanTro3	mPanTro3_numt509	NUMT_407bp_67%	-::chr4_hap1_hsa5:95358441-95358848
mPanTro3	mPanTro3_numt510	NUMT_2091bp_77%	-::chr4_hap1_hsa5:96092543-96094634
mPanTro3	mPanTro3_numt511	NUMT_2909bp_88%,NUMT_6203bp_89%,NUMT_9114bp_89%	+::chr4_hap1_hsa5:97215059-97224173
mPanTro3	mPanTro3_numt512	NUMT_2548bp_95%,NUMT_480bp_96%	-::chr4_hap1_hsa5:99425628-99428648
mPanTro3	mPanTro3_numt513	NUMT_171bp_94%	-::chr4_hap1_hsa5:104273363-104273534
mPanTro3	mPanTro3_numt514	NUMT_1990bp_95%	+::chr4_hap1_hsa5:111555277-111557267
mPanTro3	mPanTro3_numt515	NUMT_55bp_95%	+::chr4_hap1_hsa5:116867735-116867790
mPanTro3	mPanTro3_numt516	NUMT_138bp_86%,NUMT_182bp_76%,NUMT_333bp_79%	+::chr4_hap1_hsa5:118786614-118786947
mPanTro3	mPanTro3_numt517	NUMT_133bp_78%	-::chr4_hap1_hsa5:120086661-120086794
mPanTro3	mPanTro3_numt518	NUMT_65bp_80%	+::chr4_hap1_hsa5:120364315-120364380
mPanTro3	mPanTro3_numt519	NUMT_242bp_70%	+::chr4_hap1_hsa5:121518802-121519044
mPanTro3	mPanTro3_numt520	NUMT_959bp_84%,NUMT_965bp_84%	+::chr4_hap1_hsa5:121519399-121520364
mPanTro3	mPanTro3_numt521	NUMT_174bp_99%	+::chr4_hap1_hsa5:129589339-129589513
mPanTro3	mPanTro3_numt522	NUMT_38bp_97%	+::chr4_hap1_hsa5:131575533-131575571
mPanTro3	mPanTro3_numt523	NUMT_163bp_69%	+::chr4_hap1_hsa5:135040282-135040445
mPanTro3	mPanTro3_numt524	NUMT_111bp_75%,NUMT_190bp_80%	+::chr4_hap1_hsa5:160687167-160687468
mPanTro3	mPanTro3_numt525	NUMT_68bp_94%	-::chr4_hap1_hsa5:168290734-168290802
mPanTro3	mPanTro3_numt526	NUMT_2040bp_99%	-::chr5_hap1_hsa6:2965567-2967607
mPanTro3	mPanTro3_numt527	NUMT_203bp_75%	-::chr5_hap1_hsa6:7650055-7650258
mPanTro3	mPanTro3_numt528	NUMT_61bp_94%	-::chr5_hap1_hsa6:8029627-8029688
mPanTro3	mPanTro3_numt529	NUMT_222bp_91%	-::chr5_hap1_hsa6:10759462-10759684
mPanTro3	mPanTro3_numt530	NUMT_84bp_98%	-::chr5_hap1_hsa6:15938990-15939074
mPanTro3	mPanTro3_numt531	NUMT_105bp_99%	+::chr5_hap1_hsa6:15939075-15939180
mPanTro3	mPanTro3_numt532	NUMT_558bp_71%	+::chr5_hap1_hsa6:30914363-30914921
mPanTro3	mPanTro3_numt533	NUMT_81bp_98%	-::chr5_hap1_hsa6:33532741-33532822
mPanTro3	mPanTro3_numt534	NUMT_815bp_79%	-::chr5_hap1_hsa6:38593926-38594741
mPanTro3	mPanTro3_numt535	NUMT_62bp_86%	-::chr5_hap1_hsa6:49384121-49384183
mPanTro3	mPanTro3_numt536	NUMT_94bp_85%	-::chr5_hap1_hsa6:57832946-57833040
mPanTro3	mPanTro3_numt537	NUMT_527bp_91%	+::chr5_hap1_hsa6:67264345-67264872
mPanTro3	mPanTro3_numt538	NUMT_131bp_87%	+::chr5_hap1_hsa6:78705808-78705939
mPanTro3	mPanTro3_numt539	NUMT_59bp_95%	+::chr5_hap1_hsa6:86170512-86170571
mPanTro3	mPanTro3_numt540	NUMT_109bp_79%	-::chr5_hap1_hsa6:86768668-86768777
mPanTro3	mPanTro3_numt541	NUMT_115bp_85%	+::chr5_hap1_hsa6:100553695-100553810
mPanTro3	mPanTro3_numt542	NUMT_106bp_91%,NUMT_147bp_84%,NUMT_227bp_85%,NUMT_338bp_83%	+,-::chr5_hap1_hsa6:103728834-103729651
mPanTro3	mPanTro3_numt543	NUMT_344bp_82%,NUMT_355bp_73%	-::chr5_hap1_hsa6:106461434-106462133
mPanTro3	mPanTro3_numt544	NUMT_147bp_76%	+::chr5_hap1_hsa6:131055759-131055906
mPanTro3	mPanTro3_numt545	NUMT_115bp_74%	-::chr5_hap1_hsa6:144677076-144677191
mPanTro3	mPanTro3_numt546	NUMT_245bp_83%	+::chr5_hap1_hsa6:145024736-145024981
mPanTro3	mPanTro3_numt547	NUMT_231bp_78%	-::chr5_hap1_hsa6:152981235-152981466
mPanTro3	mPanTro3_numt548	NUMT_140bp_86%	+::chr5_hap1_hsa6:154932857-154932997
mPanTro3	mPanTro3_numt549	NUMT_266bp_79%	-::chr5_hap1_hsa6:156592250-156592516
mPanTro3	mPanTro3_numt550	NUMT_1513bp_71%,NUMT_2736bp_74%,NUMT_4252bp_72%	+::chr5_hap1_hsa6:165628803-165633055
mPanTro3	mPanTro3_numt551	NUMT_73bp_82%	+::chr5_hap1_hsa6:166488011-166488084
mPanTro3	mPanTro3_numt552	NUMT_331bp_90%	-::chr5_hap1_hsa6:166855087-166855418
mPanTro3	mPanTro3_numt553	NUMT_217bp_86%	-::chr5_hap1_hsa6:168508852-168509069
mPanTro3	mPanTro3_numt554	NUMT_48bp_92%	-::chr5_hap1_hsa6:173652191-173652239
mPanTro3	mPanTro3_numt555	NUMT_75bp_100%	-::chr5_hap1_hsa6:179813589-179813664
mPanTro3	mPanTro3_numt556	NUMT_3632bp_99%	-::chr5_hap1_hsa6:180219615-180223247
mPanTro3	mPanTro3_numt557	NUMT_504bp_70%	+::chr5_hap1_hsa6:181271479-181271983
mPanTro3	mPanTro3_numt558	NUMT_197bp_72%	-::chr6_hap1_hsa7:28576324-28576521
mPanTro3	mPanTro3_numt559	NUMT_1314bp_69%	-::chr6_hap1_hsa7:28576970-28578284
mPanTro3	mPanTro3_numt560	NUMT_1566bp_92%,NUMT_775bp_95%,NUMT_785bp_89%	+::chr6_hap1_hsa7:34741915-34743481
mPanTro3	mPanTro3_numt561	NUMT_79bp_99%	+::chr6_hap1_hsa7:40270899-40270978
mPanTro3	mPanTro3_numt562	NUMT_263bp_75%	-::chr6_hap1_hsa7:42000720-42000983
mPanTro3	mPanTro3_numt563	NUMT_111bp_79%	-::chr6_hap1_hsa7:43304058-43304169
mPanTro3	mPanTro3_numt564	NUMT_163bp_95%	+::chr6_hap1_hsa7:51121043-51121206
mPanTro3	mPanTro3_numt565	NUMT_85bp_80%	+::chr6_hap1_hsa7:52024362-52024447
mPanTro3	mPanTro3_numt566	NUMT_6567bp_75%,NUMT_673bp_74%,NUMT_7242bp_75%	+::chr6_hap1_hsa7:62818238-62825480
mPanTro3	mPanTro3_numt567	NUMT_915bp_70%	+::chr6_hap1_hsa7:62825493-62826408
mPanTro3	mPanTro3_numt568	NUMT_12738bp_75%,NUMT_5128bp_76%,NUMT_7608bp_74%	+::chr6_hap1_hsa7:62836723-62849461
mPanTro3	mPanTro3_numt569	NUMT_59bp_85%	+::chr6_hap1_hsa7:67422892-67422951
mPanTro3	mPanTro3_numt570	NUMT_65bp_85%	+::chr6_hap1_hsa7:67520229-67520294
mPanTro3	mPanTro3_numt571	NUMT_59bp_85%	+::chr6_hap1_hsa7:71074368-71074427
mPanTro3	mPanTro3_numt572	NUMT_65bp_85%	+::chr6_hap1_hsa7:71174408-71174473
mPanTro3	mPanTro3_numt573	NUMT_2957bp_76%,NUMT_309bp_79%,NUMT_3268bp_77%	-::chr6_hap1_hsa7:71723577-71726845
mPanTro3	mPanTro3_numt574	NUMT_104bp_81%,NUMT_5105bp_76%	-::chr6_hap1_hsa7:71726976-71732183
mPanTro3	mPanTro3_numt575	NUMT_525bp_70%	+::chr6_hap1_hsa7:76246579-76247104
mPanTro3	mPanTro3_numt576	NUMT_148bp_79%	+::chr6_hap1_hsa7:76727125-76727273
mPanTro3	mPanTro3_numt577	NUMT_238bp_77%	+::chr6_hap1_hsa7:76727524-76727762
mPanTro3	mPanTro3_numt578	NUMT_257bp_76%	-::chr6_hap1_hsa7:76900013-76900270
mPanTro3	mPanTro3_numt579	NUMT_281bp_75%	-::chr6_hap1_hsa7:76900271-76900552
mPanTro3	mPanTro3_numt580	NUMT_304bp_70%	-::chr6_hap1_hsa7:77967379-77967683
mPanTro3	mPanTro3_numt581	NUMT_861bp_71%	-::chr6_hap1_hsa7:77967990-77968851
mPanTro3	mPanTro3_numt582	NUMT_985bp_78%	-::chr6_hap1_hsa7:77969148-77970133
mPanTro3	mPanTro3_numt583	NUMT_1043bp_75%	-::chr6_hap1_hsa7:77970422-77971465
mPanTro3	mPanTro3_numt584	NUMT_294bp_73%	-::chr6_hap1_hsa7:77971770-77972064
mPanTro3	mPanTro3_numt585	NUMT_5026bp_95%	+::chr6_hap1_hsa7:83261187-83266213
mPanTro3	mPanTro3_numt586	NUMT_37bp_100%	-::chr6_hap1_hsa7:108202766-108202803
mPanTro3	mPanTro3_numt587	NUMT_85bp_90%	-::chr6_hap1_hsa7:126476628-126476713
mPanTro3	mPanTro3_numt588	NUMT_2929bp_72%	+::chr6_hap1_hsa7:127746666-127749595
mPanTro3	mPanTro3_numt589	NUMT_330bp_75%	+::chr6_hap1_hsa7:132642768-132643098
mPanTro3	mPanTro3_numt590	NUMT_476bp_75%	+::chr6_hap1_hsa7:132643133-132643609
mPanTro3	mPanTro3_numt591	NUMT_138bp_75%	-::chr6_hap1_hsa7:132643611-132643749
mPanTro3	mPanTro3_numt592	NUMT_91bp_76%	-::chr6_hap1_hsa7:148566246-148566337
mPanTro3	mPanTro3_numt593	NUMT_200bp_70%	+::chr6_hap1_hsa7:148649856-148650056
mPanTro3	mPanTro3_numt594	NUMT_159bp_81%	-::chr6_hap1_hsa7:156520629-156520788
mPanTro3	mPanTro3_numt595	NUMT_3326bp_76%	-::chr6_hap1_hsa7:157156969-157160295
mPanTro3	mPanTro3_numt596	NUMT_561bp_81%	-::chr6_hap1_hsa7:157160598-157161159
mPanTro3	mPanTro3_numt597	NUMT_246bp_72%	+::chr6_hap1_hsa7:158038809-158039055
mPanTro3	mPanTro3_numt598	NUMT_2513bp_84%,NUMT_2519bp_84%	+::chr6_hap1_hsa7:158039540-158042059
mPanTro3	mPanTro3_numt599	NUMT_142bp_73%	-::chr6_hap1_hsa7:162210348-162210490
mPanTro3	mPanTro3_numt600	NUMT_166bp_76%	-::chr6_hap1_hsa7:165180727-165180893
mPanTro3	mPanTro3_numt601	NUMT_57bp_90%	-::chr6_hap1_hsa7:166445893-166445950
mPanTro3	mPanTro3_numt602	NUMT_169bp_76%	+::chr6_hap1_hsa7:169013824-169013993
mPanTro3	mPanTro3_numt603	NUMT_66bp_96%	-::chr6_hap1_hsa7:171204646-171204712
mPanTro3	mPanTro3_numt604	NUMT_293bp_92%	+::chr7_hap1_hsa8:7309267-7309560
mPanTro3	mPanTro3_numt605	NUMT_120bp_83%	-::chr7_hap1_hsa8:21613202-21613322
mPanTro3	mPanTro3_numt606	NUMT_299bp_86%	+::chr7_hap1_hsa8:23056667-23056966
mPanTro3	mPanTro3_numt607	NUMT_120bp_80%	-::chr7_hap1_hsa8:24355142-24355262
mPanTro3	mPanTro3_numt608	NUMT_429bp_71%	-::chr7_hap1_hsa8:26501837-26502266
mPanTro3	mPanTro3_numt609	NUMT_450bp_77%	+::chr7_hap1_hsa8:27158807-27159257
mPanTro3	mPanTro3_numt610	NUMT_217bp_84%	+::chr7_hap1_hsa8:28864443-28864660
mPanTro3	mPanTro3_numt611	NUMT_465bp_76%	-::chr7_hap1_hsa8:36253572-36254037
mPanTro3	mPanTro3_numt612	NUMT_91bp_85%	-::chr7_hap1_hsa8:41191361-41191452
mPanTro3	mPanTro3_numt613	NUMT_343bp_69%	+::chr7_hap1_hsa8:41393281-41393624
mPanTro3	mPanTro3_numt614	NUMT_4387bp_77%	+::chr7_hap1_hsa8:41394112-41398499
mPanTro3	mPanTro3_numt615	NUMT_565bp_74%	+::chr7_hap1_hsa8:41399308-41399873
mPanTro3	mPanTro3_numt616	NUMT_2079bp_79%	-::chr7_hap1_hsa8:44663351-44665430
mPanTro3	mPanTro3_numt617	NUMT_91bp_78%	+::chr7_hap1_hsa8:45418318-45418409
mPanTro3	mPanTro3_numt618	NUMT_85bp_83%	+::chr7_hap1_hsa8:45744885-45744970
mPanTro3	mPanTro3_numt619	NUMT_39bp_92%,NUMT_62bp_95%	+,-::chr7_hap1_hsa8:48368856-48368953
mPanTro3	mPanTro3_numt620	NUMT_69bp_81%	+::chr7_hap1_hsa8:49107312-49107381
mPanTro3	mPanTro3_numt621	NUMT_70bp_97%	-::chr7_hap1_hsa8:50173256-50173326
mPanTro3	mPanTro3_numt622	NUMT_872bp_77%	-::chr7_hap1_hsa8:55425578-55426450
mPanTro3	mPanTro3_numt623	NUMT_2909bp_78%	-::chr7_hap1_hsa8:55426470-55429379
mPanTro3	mPanTro3_numt624	NUMT_66bp_79%	-::chr7_hap1_hsa8:55434969-55435035
mPanTro3	mPanTro3_numt625	NUMT_278bp_74%	-::chr7_hap1_hsa8:55435158-55435436
mPanTro3	mPanTro3_numt626	NUMT_1565bp_74%	-::chr7_hap1_hsa8:55435764-55437329
mPanTro3	mPanTro3_numt627	NUMT_91bp_84%	-::chr7_hap1_hsa8:56954222-56954313
mPanTro3	mPanTro3_numt628	NUMT_108bp_75%	+::chr7_hap1_hsa8:56954331-56954439
mPanTro3	mPanTro3_numt629	NUMT_10680bp_90%,NUMT_2678bp_90%,NUMT_8000bp_89%	+::chr7_hap1_hsa8:58393896-58404576
mPanTro3	mPanTro3_numt630	NUMT_204bp_84%	-::chr7_hap1_hsa8:61324894-61325098
mPanTro3	mPanTro3_numt631	NUMT_326bp_75%	-::chr7_hap1_hsa8:76242476-76242802
mPanTro3	mPanTro3_numt632	NUMT_2467bp_72%	-::chr7_hap1_hsa8:76243107-76245574
mPanTro3	mPanTro3_numt633	NUMT_2895bp_74%	-::chr7_hap1_hsa8:76245886-76248781
mPanTro3	mPanTro3_numt634	NUMT_1360bp_75%,NUMT_491bp_75%,NUMT_866bp_75%	-::chr7_hap1_hsa8:76248791-76250151
mPanTro3	mPanTro3_numt635	NUMT_385bp_76%	-::chr7_hap1_hsa8:77748132-77748517
mPanTro3	mPanTro3_numt636	NUMT_145bp_92%	+::chr7_hap1_hsa8:81637535-81637680
mPanTro3	mPanTro3_numt637	NUMT_392bp_82%	+::chr7_hap1_hsa8:84840929-84841321
mPanTro3	mPanTro3_numt638	NUMT_212bp_87%	-::chr7_hap1_hsa8:85290173-85290385
mPanTro3	mPanTro3_numt639	NUMT_61bp_81%	-::chr7_hap1_hsa8:99206686-99206747
mPanTro3	mPanTro3_numt640	NUMT_121bp_73%	+::chr7_hap1_hsa8:113337580-113337701
mPanTro3	mPanTro3_numt641	NUMT_339bp_69%,NUMT_340bp_69%	+::chr7_hap1_hsa8:113338298-113338638
mPanTro3	mPanTro3_numt642	NUMT_1310bp_70%	+::chr7_hap1_hsa8:113338667-113339977
mPanTro3	mPanTro3_numt643	NUMT_1938bp_69%	+::chr7_hap1_hsa8:113340378-113342316
mPanTro3	mPanTro3_numt644	NUMT_932bp_65%	+::chr7_hap1_hsa8:113342617-113343549
mPanTro3	mPanTro3_numt645	NUMT_514bp_72%	+::chr7_hap1_hsa8:113344030-113344544
mPanTro3	mPanTro3_numt646	NUMT_1202bp_70%	+::chr7_hap1_hsa8:113345012-113346214
mPanTro3	mPanTro3_numt647	NUMT_192bp_73%	+::chr7_hap1_hsa8:113346694-113346886
mPanTro3	mPanTro3_numt648	NUMT_128bp_75%	+::chr7_hap1_hsa8:120336070-120336198
mPanTro3	mPanTro3_numt649	NUMT_2122bp_76%	-::chr7_hap1_hsa8:121199534-121201656
mPanTro3	mPanTro3_numt650	NUMT_242bp_80%	-::chr7_hap1_hsa8:121514512-121514754
mPanTro3	mPanTro3_numt651	NUMT_326bp_73%	-::chr7_hap1_hsa8:121514906-121515232
mPanTro3	mPanTro3_numt652	NUMT_127bp_85%	-::chr7_hap1_hsa8:130544398-130544525
mPanTro3	mPanTro3_numt653	NUMT_339bp_74%	+::chr7_hap1_hsa8:143781450-143781789
mPanTro3	mPanTro3_numt654	NUMT_1840bp_77%	+::chr7_hap1_hsa8:144020967-144022807
mPanTro3	mPanTro3_numt655	NUMT_73bp_85%	-::chr7_hap1_hsa8:144177103-144177176
mPanTro3	mPanTro3_numt656	NUMT_249bp_72%	+::chr7_hap1_hsa8:148114365-148114614
mPanTro3	mPanTro3_numt657	NUMT_366bp_72%	-::chr7_hap1_hsa8:149924892-149925258
mPanTro3	mPanTro3_numt658	NUMT_165bp_80%	+::chr8_hap1_hsa10:15084502-15084667
mPanTro3	mPanTro3_numt659	NUMT_56bp_84%	-::chr8_hap1_hsa10:30359604-30359660
mPanTro3	mPanTro3_numt660	NUMT_538bp_83%	+::chr8_hap1_hsa10:32731449-32731987
mPanTro3	mPanTro3_numt661	NUMT_344bp_75%	-::chr8_hap1_hsa10:32731990-32732334
mPanTro3	mPanTro3_numt662	NUMT_1140bp_76%	+::chr8_hap1_hsa10:32732335-32733475
mPanTro3	mPanTro3_numt663	NUMT_268bp_71%	+::chr8_hap1_hsa10:33793405-33793673
mPanTro3	mPanTro3_numt664	NUMT_174bp_78%	+::chr8_hap1_hsa10:33830464-33830638
mPanTro3	mPanTro3_numt665	NUMT_166bp_73%	-::chr8_hap1_hsa10:37872990-37873156
mPanTro3	mPanTro3_numt666	NUMT_98bp_80%	-::chr8_hap1_hsa10:37873435-37873533
mPanTro3	mPanTro3_numt667	NUMT_72bp_90%	+::chr8_hap1_hsa10:38639712-38639784
mPanTro3	mPanTro3_numt668	NUMT_158bp_88%	+::chr8_hap1_hsa10:39821695-39821853
mPanTro3	mPanTro3_numt669	NUMT_56bp_88%	-::chr8_hap1_hsa10:43561307-43561363
mPanTro3	mPanTro3_numt670	NUMT_413bp_68%	-::chr8_hap1_hsa10:45976675-45977088
mPanTro3	mPanTro3_numt671	NUMT_116bp_79%	+::chr8_hap1_hsa10:49180967-49181083
mPanTro3	mPanTro3_numt672	NUMT_2293bp_75%	-::chr8_hap1_hsa10:49400872-49403165
mPanTro3	mPanTro3_numt673	NUMT_2159bp_79%	-::chr8_hap1_hsa10:50631984-50634143
mPanTro3	mPanTro3_numt674	NUMT_138bp_76%	-::chr8_hap1_hsa10:51882462-51882600
mPanTro3	mPanTro3_numt675	NUMT_148bp_77%	+::chr8_hap1_hsa10:54873142-54873290
mPanTro3	mPanTro3_numt676	NUMT_438bp_75%,NUMT_440bp_75%	+::chr8_hap1_hsa10:59292501-59292941
mPanTro3	mPanTro3_numt677	NUMT_50bp_88%	+::chr8_hap1_hsa10:67923135-67923185
mPanTro3	mPanTro3_numt678	NUMT_2245bp_77%,NUMT_2247bp_77%	+::chr8_hap1_hsa10:67923915-67926162
mPanTro3	mPanTro3_numt679	NUMT_361bp_80%	+::chr8_hap1_hsa10:67926464-67926825
mPanTro3	mPanTro3_numt680	NUMT_115bp_76%	-::chr8_hap1_hsa10:81365198-81365313
mPanTro3	mPanTro3_numt681	NUMT_3414bp_73%,NUMT_3481bp_74%	-::chr8_hap1_hsa10:81801035-81804516
mPanTro3	mPanTro3_numt682	NUMT_912bp_70%	-::chr8_hap1_hsa10:81805175-81806087
mPanTro3	mPanTro3_numt683	NUMT_1192bp_74%	-::chr8_hap1_hsa10:81806420-81807612
mPanTro3	mPanTro3_numt684	NUMT_67bp_90%	+::chr8_hap1_hsa10:91623531-91623598
mPanTro3	mPanTro3_numt685	NUMT_72bp_97%	+::chr8_hap1_hsa10:97212490-97212562
mPanTro3	mPanTro3_numt686	NUMT_438bp_76%	+::chr8_hap1_hsa10:102010030-102010468
mPanTro3	mPanTro3_numt687	NUMT_371bp_67%	-::chr8_hap1_hsa10:106871351-106871722
mPanTro3	mPanTro3_numt688	NUMT_451bp_75%	-::chr8_hap1_hsa10:106881839-106882290
mPanTro3	mPanTro3_numt689	NUMT_862bp_72%	-::chr8_hap1_hsa10:107043596-107044458
mPanTro3	mPanTro3_numt690	NUMT_109bp_78%	+::chr8_hap1_hsa10:108768639-108768748
mPanTro3	mPanTro3_numt691	NUMT_535bp_84%	-::chr8_hap1_hsa10:112167774-112168309
mPanTro3	mPanTro3_numt692	NUMT_75bp_78%	-::chr8_hap1_hsa10:123953796-123953871
mPanTro3	mPanTro3_numt693	NUMT_99bp_80%	-::chr8_hap1_hsa10:125007972-125008071
mPanTro3	mPanTro3_numt694	NUMT_176bp_76%	+::chr8_hap1_hsa10:131942235-131942411
mPanTro3	mPanTro3_numt695	NUMT_150bp_80%	+::chr8_hap1_hsa10:137914896-137915046
mPanTro3	mPanTro3_numt696	NUMT_68bp_87%	+::chr8_hap1_hsa10:142295544-142295612
mPanTro3	mPanTro3_numt697	NUMT_91bp_81%	-::chr9_hap1_hsa11:10650634-10650725
mPanTro3	mPanTro3_numt698	NUMT_2387bp_94%,NUMT_2443bp_94%,NUMT_55bp_93%	-::chr9_hap1_hsa11:14657744-14660187
mPanTro3	mPanTro3_numt699	NUMT_225bp_75%	+::chr9_hap1_hsa11:15392431-15392656
mPanTro3	mPanTro3_numt700	NUMT_196bp_73%	-::chr9_hap1_hsa11:35554623-35554819
mPanTro3	mPanTro3_numt701	NUMT_229bp_66%	+::chr9_hap1_hsa11:41545864-41546093
mPanTro3	mPanTro3_numt702	NUMT_990bp_77%	+::chr9_hap1_hsa11:43785291-43786281
mPanTro3	mPanTro3_numt703	NUMT_81bp_94%	+::chr9_hap1_hsa11:45802597-45802678
mPanTro3	mPanTro3_numt704	NUMT_197bp_87%	+::chr9_hap1_hsa11:51338084-51338281
mPanTro3	mPanTro3_numt705	NUMT_516bp_75%	+::chr9_hap1_hsa11:52949103-52949619
mPanTro3	mPanTro3_numt706	NUMT_498bp_75%	-::chr9_hap1_hsa11:57242883-57243381
mPanTro3	mPanTro3_numt707	NUMT_170bp_77%	+::chr9_hap1_hsa11:66501293-66501463
mPanTro3	mPanTro3_numt708	NUMT_138bp_81%	-::chr9_hap1_hsa11:76604527-76604665
mPanTro3	mPanTro3_numt709	NUMT_5774bp_73%	+::chr9_hap1_hsa11:83587563-83593337
mPanTro3	mPanTro3_numt710	NUMT_143bp_72%	+::chr9_hap1_hsa11:86556473-86556616
mPanTro3	mPanTro3_numt711	NUMT_559bp_82%	-::chr9_hap1_hsa11:89807811-89808370
mPanTro3	mPanTro3_numt712	NUMT_171bp_77%	-::chr9_hap1_hsa11:89808383-89808554
mPanTro3	mPanTro3_numt713	NUMT_167bp_81%	-::chr9_hap1_hsa11:89808824-89808991
mPanTro3	mPanTro3_numt714	NUMT_1439bp_75%	-::chr9_hap1_hsa11:89809307-89810746
mPanTro3	mPanTro3_numt715	NUMT_516bp_74%	-::chr9_hap1_hsa11:91754107-91754623
mPanTro3	mPanTro3_numt716	NUMT_516bp_74%	-::chr9_hap1_hsa11:91804254-91804770
mPanTro3	mPanTro3_numt717	NUMT_516bp_74%	-::chr9_hap1_hsa11:91929719-91930235
mPanTro3	mPanTro3_numt718	NUMT_516bp_74%	+::chr9_hap1_hsa11:92031573-92032089
mPanTro3	mPanTro3_numt719	NUMT_516bp_74%	-::chr9_hap1_hsa11:92049979-92050495
mPanTro3	mPanTro3_numt720	NUMT_516bp_74%	+::chr9_hap1_hsa11:92151777-92152293
mPanTro3	mPanTro3_numt721	NUMT_148bp_75%	-::chr9_hap1_hsa11:92179929-92180077
mPanTro3	mPanTro3_numt722	NUMT_120bp_99%	+::chr9_hap1_hsa11:94065404-94065524
mPanTro3	mPanTro3_numt723	NUMT_6772bp_75%,NUMT_7577bp_75%,NUMT_802bp_76%	-::chr9_hap1_hsa11:105454134-105461711
mPanTro3	mPanTro3_numt724	NUMT_77bp_79%	-::chr9_hap1_hsa11:105461713-105461790
mPanTro3	mPanTro3_numt725	NUMT_1449bp_79%,NUMT_1451bp_79%	-::chr9_hap1_hsa11:105461795-105463246
mPanTro3	mPanTro3_numt726	NUMT_170bp_86%	-::chr9_hap1_hsa11:112859390-112859560
mPanTro3	mPanTro3_numt727	NUMT_69bp_80%	+::chr9_hap1_hsa11:127848458-127848527
mPanTro3	mPanTro3_numt728	NUMT_51bp_90%	+::chr9_hap1_hsa11:130000691-130000742
mPanTro3	mPanTro3_numt729	NUMT_211bp_72%	-::chrX_hap1_hsaX:4534757-4534968
mPanTro3	mPanTro3_numt730	NUMT_1936bp_77%	+::chrX_hap1_hsaX:5626860-5628796
mPanTro3	mPanTro3_numt731	NUMT_152bp_70%	+::chrX_hap1_hsaX:5629091-5629243
mPanTro3	mPanTro3_numt732	NUMT_165bp_78%	-::chrX_hap1_hsaX:10397739-10397904
mPanTro3	mPanTro3_numt733	NUMT_190bp_86%	+::chrX_hap1_hsaX:16319450-16319640
mPanTro3	mPanTro3_numt734	NUMT_65bp_85%	+::chrX_hap1_hsaX:23057533-23057598
mPanTro3	mPanTro3_numt735	NUMT_196bp_80%	+::chrX_hap1_hsaX:24640567-24640763
mPanTro3	mPanTro3_numt736	NUMT_185bp_76%	-::chrX_hap1_hsaX:27403252-27403437
mPanTro3	mPanTro3_numt737	NUMT_166bp_78%	-::chrX_hap1_hsaX:53436228-53436394
mPanTro3	mPanTro3_numt738	NUMT_97bp_89%	-::chrX_hap1_hsaX:55086147-55086244
mPanTro3	mPanTro3_numt739	NUMT_5786bp_78%,NUMT_5787bp_78%	-::chrX_hap1_hsaX:55218270-55224057
mPanTro3	mPanTro3_numt740	NUMT_196bp_70%	+::chrX_hap1_hsaX:60541331-60541527
mPanTro3	mPanTro3_numt741	NUMT_2205bp_71%,NUMT_2206bp_71%	+::chrX_hap1_hsaX:60542059-60544265
mPanTro3	mPanTro3_numt742	NUMT_2133bp_69%	+::chrX_hap1_hsaX:60544445-60546578
mPanTro3	mPanTro3_numt743	NUMT_193bp_73%	-::chrX_hap1_hsaX:67914793-67914986
mPanTro3	mPanTro3_numt744	NUMT_1287bp_69%	-::chrX_hap1_hsaX:67915424-67916711
mPanTro3	mPanTro3_numt745	NUMT_582bp_68%	-::chrX_hap1_hsaX:67919619-67920201
mPanTro3	mPanTro3_numt746	NUMT_970bp_71%	-::chrX_hap1_hsaX:67921573-67922543
mPanTro3	mPanTro3_numt747	NUMT_833bp_69%	-::chrX_hap1_hsaX:67922847-67923680
mPanTro3	mPanTro3_numt748	NUMT_167bp_75%	-::chrX_hap1_hsaX:67924660-67924827
mPanTro3	mPanTro3_numt749	NUMT_97bp_85%	-::chrX_hap1_hsaX:82073114-82073211
mPanTro3	mPanTro3_numt750	NUMT_84bp_80%	-::chrX_hap1_hsaX:85506074-85506158
mPanTro3	mPanTro3_numt751	NUMT_368bp_73%	+::chrX_hap1_hsaX:99574471-99574839
mPanTro3	mPanTro3_numt752	NUMT_186bp_72%	+::chrX_hap1_hsaX:99575210-99575396
mPanTro3	mPanTro3_numt753	NUMT_1469bp_72%	+::chrX_hap1_hsaX:99575972-99577441
mPanTro3	mPanTro3_numt754	NUMT_72bp_82%	+::chrX_hap1_hsaX:99578002-99578074
mPanTro3	mPanTro3_numt755	NUMT_136bp_77%	+::chrX_hap1_hsaX:100380209-100380345
mPanTro3	mPanTro3_numt756	NUMT_275bp_72%	+::chrX_hap1_hsaX:100380639-100380914
mPanTro3	mPanTro3_numt757	NUMT_1445bp_67%	+::chrX_hap1_hsaX:100393027-100394472
mPanTro3	mPanTro3_numt758	NUMT_546bp_67%	+::chrX_hap1_hsaX:100395135-100395681
mPanTro3	mPanTro3_numt759	NUMT_385bp_70%	+::chrX_hap1_hsaX:100404073-100404458
