Query_Species	NUMT	NUMT_info	Loci	DB_Species	Matches	Counts
mPanTro3	mPanTro3_numt368	NUMT_518bp_84%	+::chr22_hap1_hsa21:6962200-6962718	HG002	['+::HG002#1#chr13:1958163-1959675', '+::HG002#1#chr13:6294562-6296075', '+::HG002#1#chr13:7036692-7038203', '+::HG002#1#chr14:10028395-10029905', '+::HG002#1#chr14:8302462-8303972', '+::HG002#1#chr14:9165440-9166950', '+::HG002#1#chr1:142946617-142948136', '+::HG002#1#chr20:30829384-30830892', '+::HG002#1#chr21:1577565-1579074', '+::HG002#1#chr22:1950875-1952387', '+::HG002#1#chr22:3937006-3938517', '+::HG002#1#chr22:8155348-8156862', '+::HG002#1#chr22:9053964-9055474', '+::HG002#1#chr2:94603559-94605077', '+::HG002#1#chr3:95876684-95878203', '+::HG002#1#chr4:49412153-49413664', '+::HG002#1#chr9:57739187-57740700', '+::HG002#1#chrY:11351159-11352670']	18
mPanTro3	mPanTro3_numt368	NUMT_518bp_84%	+::chr22_hap1_hsa21:6962200-6962718	HG00597	['+::HG00597#1#CM085766.1:131380346-131381864', '+::HG00597#1#CM085767.1:95255939-95257457', '+::HG00597#1#CM085768.1:94645630-94647149', '+::HG00597#1#CM085772.1:60195146-60196660', '+::HG00597#1#CM085777.1:31215040-31216548', '+::HG00597#1#JBHDUU010000005.1:317986-319498', '+::HG00597#1#JBHDUU010000013.1:160316-161827', '+::HG00597#1#JBHDUU010000013.1:3953691-3955205', '+::HG00597#1#JBHDUU010000013.1:4800529-4802039', '+::HG00597#1#JBHDUU010000049.1:49265488-49266998', '+::HG00597#1#JBHDUU010000053.1:2045331-2046841', '+::HG00597#1#JBHDUU010000056.1:1232386-1233895', '+::HG00597#1#JBHDUU010000057.1:2585176-2586686', '+::HG00597#1#JBHDUU010000059.1:3212607-3214121', '+::HG00597#1#JBHDUU010000061.1:2292449-2293963', '+::HG00597#1#JBHDUU010000062.1:2535377-2536886']	16
mPanTro3	mPanTro3_numt368	NUMT_518bp_84%	+::chr22_hap1_hsa21:6962200-6962718	HG01358	['+::HG01358#1#CM089051.1:94953877-94955395', '+::HG01358#1#CM089052.1:96400458-96401974', '+::HG01358#1#CM089053.1:49007239-49008750', '+::HG01358#1#CM089058.1:67067158-67068672', '+::HG01358#1#CM089064.1:30076645-30078153', '+::HG01358#1#JAGYZB020000002.1:254286-255799', '+::HG01358#1#JAGYZB020000013.1:220524-222037', '+::HG01358#1#JAGYZB020000013.1:3364076-3365589', '+::HG01358#1#JAGYZB020000013.1:4121911-4123422', '+::HG01358#1#JAGYZB020000017.1:199388-200899', '+::HG01358#1#JAGYZB020000017.1:3188016-3189526', '+::HG01358#1#JAGYZB020000018.1:25568348-25569866', '+::HG01358#1#JAGYZB020000021.1:1858201-1859715', '+::HG01358#1#JAGYZB020000040.1:2554235-2555749', '+::HG01358#1#JAGYZB020000058.1:2944825-2946334', '+::HG01358#1#JAGYZB020000059.1:1874968-1876482', '+::HG01358#1#JAGYZB020000063.1:11012904-11014415', '+::HG01358#1#JAGYZB020000065.1:1926512-1928024']	18
mPanTro3	mPanTro3_numt368	NUMT_518bp_84%	+::chr22_hap1_hsa21:6962200-6962718	HG02572	['+::HG02572#1#CM088151.1:94760742-94762260', '+::HG02572#1#CM088152.1:95277248-95278766', '+::HG02572#1#CM088153.1:49383973-49385483', '+::HG02572#1#CM088158.1:66706446-66707960', '+::HG02572#1#CM088162.1:2774789-2776303', '+::HG02572#1#CM088167.1:31208761-31210269', '+::HG02572#1#JAHAOW020000007.1:347329-348840', '+::HG02572#1#JAHAOW020000008.1:131409395-131410914', '+::HG02572#1#JAHAOW020000012.1:3505823-3507336', '+::HG02572#1#JAHAOW020000012.1:4226174-4227684', '+::HG02572#1#JAHAOW020000033.1:750611-752126', '+::HG02572#1#JAHAOW020000036.1:329776-331287', '+::HG02572#1#JAHAOW020000039.1:2261497-2263010', '+::HG02572#1#JAHAOW020000041.1:11225636-11227147', '+::HG02572#1#JAHAOW020000043.1:2722484-2723999']	15
mPanTro3	mPanTro3_numt368	NUMT_518bp_84%	+::chr22_hap1_hsa21:6962200-6962718	HG04184	['+::HG04184#1#CM086456.1:131810604-131812123', '+::HG04184#1#CM086457.1:91674251-91675769', '+::HG04184#1#CM086458.1:95344821-95346340', '+::HG04184#1#CM086462.1:67277375-67278888', '+::HG04184#1#CM086467.1:31123986-31125494', '+::HG04184#1#JBHDSH010000004.1:49373925-49375435', '+::HG04184#1#JBHDSH010000015.1:230693-232206', '+::HG04184#1#JBHDSH010000015.1:2887089-2888598', '+::HG04184#1#JBHDSH010000016.1:1970351-1971864', '+::HG04184#1#JBHDSH010000016.1:2803650-2805161', '+::HG04184#1#JBHDSH010000046.1:232131-233721', '+::HG04184#1#JBHDSH010000053.1:337253-338843', '+::HG04184#1#JBHDSH010000055.1:2833412-2834921', '+::HG04184#1#JBHDSH010000058.1:2501577-2503088', '+::HG04184#1#JBHDSH010000058.1:90994-92576', '+::HG04184#1#JBHDSH010000062.1:4533787-4535296', '+::HG04184#1#JBHDSH010000062.1:92014-93596', '+::HG04184#1#JBHDSH010000063.1:3463635-3465146', '+::HG04184#1#JBHDSH010000064.1:2748382-2749899', '+::HG04184#1#JBHDSH010000084.1:425357-426868']	20
mPanTro3	mPanTro3_numt370	NUMT_135bp_98%	+::chr22_hap1_hsa21:14402411-14402546	HG002	['+::HG002#1#chr10:37295512-37296602']	1
mPanTro3	mPanTro3_numt370	NUMT_135bp_98%	+::chr22_hap1_hsa21:14402411-14402546	HG00597	['+::HG00597#1#CM085773.1:37229781-37230869', '+::HG00597#1#CM085773.1:37324589-37325679']	2
mPanTro3	mPanTro3_numt370	NUMT_135bp_98%	+::chr22_hap1_hsa21:14402411-14402546	HG01358	['+::HG01358#1#CM089059.1:37283692-37284782']	1
mPanTro3	mPanTro3_numt370	NUMT_135bp_98%	+::chr22_hap1_hsa21:14402411-14402546	HG02572	['+::HG02572#1#CM088159.1:37234536-37235626']	1
mPanTro3	mPanTro3_numt370	NUMT_135bp_98%	+::chr22_hap1_hsa21:14402411-14402546	HG04184	['+::HG04184#1#CM086463.1:37280241-37281331']	1
mPanTro3	mPanTro3_numt371	NUMT_67bp_88%	-::chr22_hap1_hsa21:15073718-15073785	HG002	['+::HG002#1#chr18:14138724-14139791', '+::HG002#1#chr21:11578489-11579558']	2
mPanTro3	mPanTro3_numt371	NUMT_67bp_88%	-::chr22_hap1_hsa21:15073718-15073785	HG00597	['+::HG00597#1#JBHDUU010000012.1:14102859-14103926', '+::HG00597#1#JBHDUU010000053.1:7998057-7999126']	2
mPanTro3	mPanTro3_numt371	NUMT_67bp_88%	-::chr22_hap1_hsa21:15073718-15073785	HG01358	['+::HG01358#1#JAGYZB020000016.1:7180602-7181671', '+::HG01358#1#JAGYZB020000061.1:14152089-14153156']	2
mPanTro3	mPanTro3_numt371	NUMT_67bp_88%	-::chr22_hap1_hsa21:15073718-15073785	HG02572	['+::HG02572#1#CM088165.1:14171878-14172945', '+::HG02572#1#JAHAOW020000007.1:8311878-8312945']	2
mPanTro3	mPanTro3_numt371	NUMT_67bp_88%	-::chr22_hap1_hsa21:15073718-15073785	HG04184	['+::HG04184#1#JBHDSH010000053.1:8346649-8347716', '+::HG04184#1#JBHDSH010000061.1:14152655-14153722']	2
mPanTro3	mPanTro3_numt372	NUMT_96bp_85%	-::chr22_hap1_hsa21:17528151-17528247	HG002	['+::HG002#1#chr21:14036730-14037827']	1
mPanTro3	mPanTro3_numt372	NUMT_96bp_85%	-::chr22_hap1_hsa21:17528151-17528247	HG00597	['+::HG00597#1#JBHDUU010000053.1:10459589-10460686']	1
mPanTro3	mPanTro3_numt372	NUMT_96bp_85%	-::chr22_hap1_hsa21:17528151-17528247	HG01358	['+::HG01358#1#JAGYZB020000016.1:9638993-9640090']	1
mPanTro3	mPanTro3_numt372	NUMT_96bp_85%	-::chr22_hap1_hsa21:17528151-17528247	HG02572	['+::HG02572#1#JAHAOW020000007.1:10774046-10775139']	1
mPanTro3	mPanTro3_numt372	NUMT_96bp_85%	-::chr22_hap1_hsa21:17528151-17528247	HG04184	['+::HG04184#1#JBHDSH010000053.1:10806697-10807794']	1
mPanTro3	mPanTro3_numt373	NUMT_97bp_79%	+::chr22_hap1_hsa21:25721372-25721469	HG002	['+::HG002#1#chr21:22523196-22524279']	1
mPanTro3	mPanTro3_numt373	NUMT_97bp_79%	+::chr22_hap1_hsa21:25721372-25721469	HG00597	['+::HG00597#1#JBHDUU010000053.1:18930869-18931956']	1
mPanTro3	mPanTro3_numt373	NUMT_97bp_79%	+::chr22_hap1_hsa21:25721372-25721469	HG01358	['+::HG01358#1#JAGYZB020000016.1:18127345-18128432']	1
mPanTro3	mPanTro3_numt373	NUMT_97bp_79%	+::chr22_hap1_hsa21:25721372-25721469	HG02572	['+::HG02572#1#JAHAOW020000007.1:19261721-19262808']	1
mPanTro3	mPanTro3_numt373	NUMT_97bp_79%	+::chr22_hap1_hsa21:25721372-25721469	HG04184	['+::HG04184#1#JBHDSH010000053.1:19287417-19288504']	1
mPanTro3	mPanTro3_numt374	NUMT_1882bp_67%	-::chr22_hap1_hsa21:36603806-36605688	HG002	['+::HG002#1#chr21:33507209-33510088']	1
mPanTro3	mPanTro3_numt374	NUMT_1882bp_67%	-::chr22_hap1_hsa21:36603806-36605688	HG00597	['+::HG00597#1#JBHDUU010000053.1:29916210-29919089']	1
mPanTro3	mPanTro3_numt374	NUMT_1882bp_67%	-::chr22_hap1_hsa21:36603806-36605688	HG01358	['+::HG01358#1#JAGYZB020000016.1:29119778-29122657']	1
mPanTro3	mPanTro3_numt374	NUMT_1882bp_67%	-::chr22_hap1_hsa21:36603806-36605688	HG02572	['+::HG02572#1#JAHAOW020000007.1:30243060-30245939']	1
mPanTro3	mPanTro3_numt374	NUMT_1882bp_67%	-::chr22_hap1_hsa21:36603806-36605688	HG04184	['+::HG04184#1#JBHDSH010000053.1:30271714-30274593']	1
mPanTro3	mPanTro3_numt375	NUMT_175bp_71%	+::chr22_hap1_hsa21:40300911-40301086	HG002	['+::HG002#1#chr21:37230267-37231443']	1
mPanTro3	mPanTro3_numt375	NUMT_175bp_71%	+::chr22_hap1_hsa21:40300911-40301086	HG00597	['+::HG00597#1#JBHDUU010000053.1:33638848-33640024']	1
mPanTro3	mPanTro3_numt375	NUMT_175bp_71%	+::chr22_hap1_hsa21:40300911-40301086	HG01358	['+::HG01358#1#JAGYZB020000016.1:32843329-32844505']	1
mPanTro3	mPanTro3_numt375	NUMT_175bp_71%	+::chr22_hap1_hsa21:40300911-40301086	HG02572	['+::HG02572#1#JAHAOW020000007.1:33964763-33965939']	1
mPanTro3	mPanTro3_numt375	NUMT_175bp_71%	+::chr22_hap1_hsa21:40300911-40301086	HG04184	['+::HG04184#1#JBHDSH010000053.1:33994735-33995911']	1
mPanTro3	mPanTro3_numt376	NUMT_251bp_69%	-::chr22_hap1_hsa21:45112967-45113218	HG002	['+::HG002#1#chr21:42061918-42063178']	1
mPanTro3	mPanTro3_numt376	NUMT_251bp_69%	-::chr22_hap1_hsa21:45112967-45113218	HG00597	['+::HG00597#1#JBHDUU010000053.1:38519209-38520468']	1
mPanTro3	mPanTro3_numt376	NUMT_251bp_69%	-::chr22_hap1_hsa21:45112967-45113218	HG01358	['+::HG01358#1#JAGYZB020000016.1:37676286-37677546']	1
mPanTro3	mPanTro3_numt376	NUMT_251bp_69%	-::chr22_hap1_hsa21:45112967-45113218	HG02572	['+::HG02572#1#JAHAOW020000007.1:38796374-38797636']	1
mPanTro3	mPanTro3_numt376	NUMT_251bp_69%	-::chr22_hap1_hsa21:45112967-45113218	HG04184	['+::HG04184#1#JBHDSH010000053.1:38830619-38831879']	1
mPanTro3	mPanTro3_numt377	NUMT_386bp_67%	-::chr22_hap1_hsa21:45114379-45114765	HG002	['+::HG002#1#chr21:42063339-42064725']	1
mPanTro3	mPanTro3_numt377	NUMT_386bp_67%	-::chr22_hap1_hsa21:45114379-45114765	HG00597	['+::HG00597#1#JBHDUU010000053.1:38520629-38522015']	1
mPanTro3	mPanTro3_numt377	NUMT_386bp_67%	-::chr22_hap1_hsa21:45114379-45114765	HG01358	['+::HG01358#1#JAGYZB020000016.1:37677707-37679093']	1
mPanTro3	mPanTro3_numt377	NUMT_386bp_67%	-::chr22_hap1_hsa21:45114379-45114765	HG02572	['+::HG02572#1#JAHAOW020000007.1:38797797-38799182']	1
mPanTro3	mPanTro3_numt377	NUMT_386bp_67%	-::chr22_hap1_hsa21:45114379-45114765	HG04184	['+::HG04184#1#JBHDSH010000053.1:38832040-38833426']	1
mPanTro3	mPanTro3_numt378	NUMT_313bp_72%	-::chr22_hap1_hsa21:45115112-45115425	HG002	['+::HG002#1#chr21:42064072-42065386']	1
mPanTro3	mPanTro3_numt378	NUMT_313bp_72%	-::chr22_hap1_hsa21:45115112-45115425	HG00597	['+::HG00597#1#JBHDUU010000053.1:38521362-38522676']	1
mPanTro3	mPanTro3_numt378	NUMT_313bp_72%	-::chr22_hap1_hsa21:45115112-45115425	HG01358	['+::HG01358#1#JAGYZB020000016.1:37678440-37679754']	1
mPanTro3	mPanTro3_numt378	NUMT_313bp_72%	-::chr22_hap1_hsa21:45115112-45115425	HG02572	['+::HG02572#1#JAHAOW020000007.1:38798530-38799843']	1
mPanTro3	mPanTro3_numt378	NUMT_313bp_72%	-::chr22_hap1_hsa21:45115112-45115425	HG04184	['+::HG04184#1#JBHDSH010000053.1:38832773-38834087']	1
mPanTro3	mPanTro3_numt379	NUMT_230bp_68%	-::chr22_hap1_hsa21:45115936-45116166	HG002	['+::HG002#1#chr21:42064896-42066127']	1
mPanTro3	mPanTro3_numt379	NUMT_230bp_68%	-::chr22_hap1_hsa21:45115936-45116166	HG00597	['+::HG00597#1#JBHDUU010000053.1:38522186-38523417']	1
mPanTro3	mPanTro3_numt379	NUMT_230bp_68%	-::chr22_hap1_hsa21:45115936-45116166	HG01358	['+::HG01358#1#JAGYZB020000016.1:37679264-37680495']	1
mPanTro3	mPanTro3_numt379	NUMT_230bp_68%	-::chr22_hap1_hsa21:45115936-45116166	HG02572	['+::HG02572#1#JAHAOW020000007.1:38799353-38800584']	1
mPanTro3	mPanTro3_numt379	NUMT_230bp_68%	-::chr22_hap1_hsa21:45115936-45116166	HG04184	['+::HG04184#1#JBHDSH010000053.1:38833597-38834828']	1
mPanTro3	mPanTro3_numt380	NUMT_254bp_67%	-::chr22_hap1_hsa21:45116491-45116745	HG002	['+::HG002#1#chr21:42065452-42066697']	1
mPanTro3	mPanTro3_numt380	NUMT_254bp_67%	-::chr22_hap1_hsa21:45116491-45116745	HG00597	['+::HG00597#1#JBHDUU010000053.1:38522742-38523987']	1
mPanTro3	mPanTro3_numt380	NUMT_254bp_67%	-::chr22_hap1_hsa21:45116491-45116745	HG01358	['+::HG01358#1#JAGYZB020000016.1:37679820-37681065']	1
mPanTro3	mPanTro3_numt380	NUMT_254bp_67%	-::chr22_hap1_hsa21:45116491-45116745	HG02572	['+::HG02572#1#JAHAOW020000007.1:38799909-38801154']	1
mPanTro3	mPanTro3_numt380	NUMT_254bp_67%	-::chr22_hap1_hsa21:45116491-45116745	HG04184	['+::HG04184#1#JBHDSH010000053.1:38834153-38835398']	1
mPanTro3	mPanTro3_numt381	NUMT_657bp_66%	-::chr22_hap1_hsa21:45116808-45117465	HG002	['+::HG002#1#chr21:42065769-42067417']	1
mPanTro3	mPanTro3_numt381	NUMT_657bp_66%	-::chr22_hap1_hsa21:45116808-45117465	HG00597	['+::HG00597#1#JBHDUU010000053.1:38523059-38524707']	1
mPanTro3	mPanTro3_numt381	NUMT_657bp_66%	-::chr22_hap1_hsa21:45116808-45117465	HG01358	['+::HG01358#1#JAGYZB020000016.1:37680137-37681785']	1
mPanTro3	mPanTro3_numt381	NUMT_657bp_66%	-::chr22_hap1_hsa21:45116808-45117465	HG02572	['+::HG02572#1#JAHAOW020000007.1:38800226-38801874']	1
mPanTro3	mPanTro3_numt381	NUMT_657bp_66%	-::chr22_hap1_hsa21:45116808-45117465	HG04184	['+::HG04184#1#JBHDSH010000053.1:38834470-38836118']	1
mPanTro3	mPanTro3_numt382	NUMT_196bp_88%	-::chr22_hap1_hsa21:46030439-46030635	HG002	['+::HG002#1#chr21:42973096-42974240']	1
mPanTro3	mPanTro3_numt382	NUMT_196bp_88%	-::chr22_hap1_hsa21:46030439-46030635	HG01358	['+::HG01358#1#JAGYZB020000016.1:38589730-38590874']	1
mPanTro3	mPanTro3_numt382	NUMT_196bp_88%	-::chr22_hap1_hsa21:46030439-46030635	HG02572	['+::HG02572#1#JAHAOW020000007.1:39709769-39710974']	1
mPanTro3	mPanTro3_numt382	NUMT_196bp_88%	-::chr22_hap1_hsa21:46030439-46030635	HG04184	['+::HG04184#1#JBHDSH010000053.1:39741271-39742501']	1
mPanTro3	mPanTro3_numt383	NUMT_951bp_74%	-::chr23_hap1_hsa22:7468027-7468978	HG002	['+::HG002#1#chr13:1960103-1962049', '+::HG002#1#chr13:6296503-6298449', '+::HG002#1#chr13:7038631-7040579', '+::HG002#1#chr14:10030333-10032281', '+::HG002#1#chr14:8304400-8306348', '+::HG002#1#chr14:9167378-9169326', '+::HG002#1#chr15:2293308-2295073', '+::HG002#1#chr1:142948564-142950512', '+::HG002#1#chr20:30831317-30833256', '+::HG002#1#chr21:1579502-1581446', '+::HG002#1#chr22:1952815-1954761', '+::HG002#1#chr22:3934614-3936577', '+::HG002#1#chr22:8152976-8154920', '+::HG002#1#chr22:9055902-9057850', '+::HG002#1#chr2:94605506-94607509', '+::HG002#1#chr3:95878630-95880574', '+::HG002#1#chr4:49409774-49411725', '+::HG002#1#chr9:57741129-57743069', '+::HG002#1#chrY:11348779-11350731']	19
mPanTro3	mPanTro3_numt383	NUMT_951bp_74%	-::chr23_hap1_hsa22:7468027-7468978	HG00597	['+::HG00597#1#CM085766.1:131382292-131384241', '+::HG00597#1#CM085767.1:95257886-95259887', '+::HG00597#1#CM085768.1:94647576-94649520', '+::HG00597#1#CM085772.1:60197089-60199029', '+::HG00597#1#CM085777.1:31216973-31218912', '+::HG00597#1#JBHDUU010000005.1:315607-317559', '+::HG00597#1#JBHDUU010000013.1:157926-159887', '+::HG00597#1#JBHDUU010000013.1:3951319-3953263', '+::HG00597#1#JBHDUU010000013.1:4802467-4804415', '+::HG00597#1#JBHDUU010000049.1:49263085-49265060', '+::HG00597#1#JBHDUU010000053.1:2047269-2049212', '+::HG00597#1#JBHDUU010000056.1:1234323-1236267', '+::HG00597#1#JBHDUU010000057.1:2587114-2589058', '+::HG00597#1#JBHDUU010000059.1:3214549-3216495', '+::HG00597#1#JBHDUU010000061.1:2294391-2296337', '+::HG00597#1#JBHDUU010000062.1:2537314-2539258']	16
mPanTro3	mPanTro3_numt383	NUMT_951bp_74%	-::chr23_hap1_hsa22:7468027-7468978	HG01358	['+::HG01358#1#CM089051.1:94955824-94957822', '+::HG01358#1#CM089052.1:96402401-96404345', '+::HG01358#1#CM089053.1:49004859-49006811', '+::HG01358#1#CM089058.1:67069101-67071041', '+::HG01358#1#CM089064.1:30078578-30080423', '+::HG01358#1#JAGYZB020000002.1:251909-253858', '+::HG01358#1#JAGYZB020000013.1:218147-220096', '+::HG01358#1#JAGYZB020000013.1:3366017-3367963', '+::HG01358#1#JAGYZB020000013.1:4123850-4125798', '+::HG01358#1#JAGYZB020000017.1:196996-198959', '+::HG01358#1#JAGYZB020000017.1:3189954-3191902', '+::HG01358#1#JAGYZB020000018.1:25570294-25572244', '+::HG01358#1#JAGYZB020000021.1:1860143-1862089', '+::HG01358#1#JAGYZB020000040.1:2556177-2558123', '+::HG01358#1#JAGYZB020000058.1:2946762-2948706', '+::HG01358#1#JAGYZB020000059.1:1876910-1878856', '+::HG01358#1#JAGYZB020000063.1:11010524-11012476', '+::HG01358#1#JAGYZB020000065.1:1928451-1930395']	18
mPanTro3	mPanTro3_numt383	NUMT_951bp_74%	-::chr23_hap1_hsa22:7468027-7468978	HG02572	['+::HG02572#1#CM088151.1:94762689-94764692', '+::HG02572#1#CM088152.1:95279193-95281137', '+::HG02572#1#CM088153.1:49381571-49383545', '+::HG02572#1#CM088158.1:66708389-66710329', '+::HG02572#1#CM088162.1:2776730-2778674', '+::HG02572#1#CM088167.1:31210694-31212539', '+::HG02572#1#JAHAOW020000007.1:344939-346900', '+::HG02572#1#JAHAOW020000008.1:131411342-131413291', '+::HG02572#1#JAHAOW020000012.1:3507764-3509710', '+::HG02572#1#JAHAOW020000012.1:4228112-4230060', '+::HG02572#1#JAHAOW020000033.1:752554-754499', '+::HG02572#1#JAHAOW020000036.1:327385-329347', '+::HG02572#1#JAHAOW020000039.1:2263438-2265384', '+::HG02572#1#JAHAOW020000041.1:11223256-11225208', '+::HG02572#1#JAHAOW020000043.1:2724427-2726371']	15
mPanTro3	mPanTro3_numt383	NUMT_951bp_74%	-::chr23_hap1_hsa22:7468027-7468978	HG04184	['+::HG04184#1#CM086456.1:131812551-131814500', '+::HG04184#1#CM086457.1:91676198-91678198', '+::HG04184#1#CM086458.1:95346767-95348711', '+::HG04184#1#CM086462.1:67279317-67281257', '+::HG04184#1#CM086467.1:31125919-31127858', '+::HG04184#1#JBHDSH010000004.1:49371523-49373497', '+::HG04184#1#JBHDSH010000015.1:228316-230265', '+::HG04184#1#JBHDSH010000015.1:2884711-2886661', '+::HG04184#1#JBHDSH010000016.1:1972292-1974238', '+::HG04184#1#JBHDSH010000016.1:2805589-2807537', '+::HG04184#1#JBHDSH010000046.1:229749-231702', '+::HG04184#1#JBHDSH010000053.1:334871-336824', '+::HG04184#1#JBHDSH010000055.1:2835349-2837293', '+::HG04184#1#JBHDSH010000058.1:2503516-2505462', '+::HG04184#1#JBHDSH010000058.1:88804-90565', '+::HG04184#1#JBHDSH010000062.1:4535724-4537668', '+::HG04184#1#JBHDSH010000062.1:89824-91585', '+::HG04184#1#JBHDSH010000063.1:3465574-3467520', '+::HG04184#1#JBHDSH010000064.1:2750327-2752271', '+::HG04184#1#JBHDSH010000084.1:422967-424928']	20
mPanTro3	mPanTro3_numt384	NUMT_1336bp_76%	+::chr23_hap1_hsa22:7468998-7470334	HG002	['+::HG002#1#chr13:1958752-1961083', '+::HG002#1#chr13:6295148-6297482', '+::HG002#1#chr13:7037274-7039611', '+::HG002#1#chr14:10028976-10031313', '+::HG002#1#chr14:8303043-8305380', '+::HG002#1#chr14:9166021-9168358', '+::HG002#1#chr15:2291953-2294283', '+::HG002#1#chr1:142947207-142949543', '+::HG002#1#chr20:30829967-30832292', '+::HG002#1#chr21:1578151-1580482', '+::HG002#1#chr22:1951464-1953795', '+::HG002#1#chr22:3935597-3937934', '+::HG002#1#chr22:8153941-8156275', '+::HG002#1#chr22:9054545-9056882', '+::HG002#1#chr2:94604151-94606543', '+::HG002#1#chr3:95877280-95879610', '+::HG002#1#chr4:49410745-49413080', '+::HG002#1#chr9:57739775-57742104', '+::HG002#1#chrY:11349752-11352087']	19
mPanTro3	mPanTro3_numt384	NUMT_1336bp_76%	+::chr23_hap1_hsa22:7468998-7470334	HG00597	['+::HG00597#1#CM085766.1:131380935-131383271', '+::HG00597#1#CM085767.1:95256531-95258923', '+::HG00597#1#CM085768.1:94646226-94648556', '+::HG00597#1#CM085772.1:60195734-60198064', '+::HG00597#1#CM085777.1:31215623-31217948', '+::HG00597#1#JBHDUU010000005.1:316582-318914', '+::HG00597#1#JBHDUU010000013.1:158907-161244', '+::HG00597#1#JBHDUU010000013.1:3952284-3954618', '+::HG00597#1#JBHDUU010000013.1:4801110-4803447', '+::HG00597#1#JBHDUU010000049.1:49264080-49266415', '+::HG00597#1#JBHDUU010000053.1:2045913-2048244', '+::HG00597#1#JBHDUU010000056.1:1232972-1235303', '+::HG00597#1#JBHDUU010000057.1:2585763-2588094', '+::HG00597#1#JBHDUU010000059.1:3213198-3215529', '+::HG00597#1#JBHDUU010000061.1:2293040-2295371', '+::HG00597#1#JBHDUU010000062.1:2535963-2538294']	16
mPanTro3	mPanTro3_numt384	NUMT_1336bp_76%	+::chr23_hap1_hsa22:7468998-7470334	HG01358	['+::HG01358#1#CM089051.1:94954469-94956861', '+::HG01358#1#CM089052.1:96401051-96403381', '+::HG01358#1#CM089053.1:49005831-49008166', '+::HG01358#1#CM089058.1:67067746-67070076', '+::HG01358#1#CM089064.1:30077228-30079459', '+::HG01358#1#JAGYZB020000002.1:252879-255214', '+::HG01358#1#JAGYZB020000013.1:219117-221452', '+::HG01358#1#JAGYZB020000013.1:3364662-3366996', '+::HG01358#1#JAGYZB020000013.1:4122493-4124830', '+::HG01358#1#JAGYZB020000017.1:197979-200316', '+::HG01358#1#JAGYZB020000017.1:3188597-3190934', '+::HG01358#1#JAGYZB020000018.1:25568937-25571273', '+::HG01358#1#JAGYZB020000021.1:1858792-1861123', '+::HG01358#1#JAGYZB020000040.1:2554826-2557157', '+::HG01358#1#JAGYZB020000058.1:2945411-2947742', '+::HG01358#1#JAGYZB020000059.1:1875559-1877890', '+::HG01358#1#JAGYZB020000063.1:11011497-11013832', '+::HG01358#1#JAGYZB020000065.1:1927101-1929431']	18
mPanTro3	mPanTro3_numt384	NUMT_1336bp_76%	+::chr23_hap1_hsa22:7468998-7470334	HG02572	['+::HG02572#1#CM088151.1:94761334-94763726', '+::HG02572#1#CM088152.1:95277843-95280173', '+::HG02572#1#CM088153.1:49382565-49384900', '+::HG02572#1#CM088158.1:66707034-66709364', '+::HG02572#1#CM088162.1:2775380-2777710', '+::HG02572#1#CM088167.1:31209344-31211575', '+::HG02572#1#JAHAOW020000007.1:345920-348257', '+::HG02572#1#JAHAOW020000008.1:131409985-131412321', '+::HG02572#1#JAHAOW020000012.1:3506409-3508743', '+::HG02572#1#JAHAOW020000012.1:4226755-4229092', '+::HG02572#1#JAHAOW020000033.1:751203-753533', '+::HG02572#1#JAHAOW020000036.1:328367-330704', '+::HG02572#1#JAHAOW020000039.1:2262087-2264418', '+::HG02572#1#JAHAOW020000041.1:11224229-11226564', '+::HG02572#1#JAHAOW020000043.1:2723075-2725407']	15
mPanTro3	mPanTro3_numt384	NUMT_1336bp_76%	+::chr23_hap1_hsa22:7468998-7470334	HG04184	['+::HG04184#1#CM086456.1:131811194-131813530', '+::HG04184#1#CM086457.1:91674843-91677235', '+::HG04184#1#CM086458.1:95345417-95347747', '+::HG04184#1#CM086462.1:67277963-67280292', '+::HG04184#1#CM086467.1:31124569-31126894', '+::HG04184#1#JBHDSH010000004.1:49372517-49374852', '+::HG04184#1#JBHDSH010000015.1:229286-231621', '+::HG04184#1#JBHDSH010000015.1:2885681-2888017', '+::HG04184#1#JBHDSH010000016.1:1970937-1973271', '+::HG04184#1#JBHDSH010000016.1:2804232-2806569', '+::HG04184#1#JBHDSH010000046.1:230723-233060', '+::HG04184#1#JBHDSH010000053.1:335845-338182', '+::HG04184#1#JBHDSH010000055.1:2833998-2836329', '+::HG04184#1#JBHDSH010000058.1:2502165-2504496', '+::HG04184#1#JBHDSH010000058.1:89590-91920', '+::HG04184#1#JBHDSH010000062.1:4534373-4536704', '+::HG04184#1#JBHDSH010000062.1:90610-92940', '+::HG04184#1#JBHDSH010000063.1:3464223-3466554', '+::HG04184#1#JBHDSH010000064.1:2748975-2751307', '+::HG04184#1#JBHDSH010000084.1:423948-426285']	20
